WorkstationGroupID,Number of Items,Service Time,Time between arrivals,Regular Checkout Number of Items,Regular Checkout Service Times,Self Checkout Number of Items,Self Checkout Service Times,,,,,,,,
1,6,76,31,6,48,,,,,,,,,,
1,42,151,6,9,55,,,,,,,,,,
1,24,97,10,5,64,,,,,,,,,,
8,9,130,15,8,63,,,,,,,,,,
8,2,90,7,41,158,,,,,,,,,,
1,4,28,7,5,43,,,,,,,,,,
1,8,66,5,6,53,,,,,,,,,,
8,2,91,16,11,44,,,,,,,,,,
1,20,75,0,33,114,,,,,,,,,,
1,12,102,6,34,115,,,,,,,,,,
1,16,235,31,5,41,,,,,,,,,,
1,5,53,8,59,186,,,,,,,,,,
1,19,74,10,16,49,,,,,,,,,,
8,6,137,20,18,61,,,,,,,,,,
1,18,113,0,4,32,,,,,,,,,,
8,3,86,5,1,33,,,,,,,,,,
8,7,121,5,12,35,,,,,,,,,,
1,27,126,5,2,23,,,,,,,,,,
1,14,156,12,36,135,,,,,,,,,,
1,6,82,17,18,73,,,,,,,,,,
1,29,94,4,2,15,,,,,,,,,,
1,9,41,38,35,102,,,,,,,,,,
8,9,113,1,6,64,,,,,,,,,,
1,10,42,1,28,82,,,,,,,,,,
1,1,23,1,22,68,,,,,,,,,,
1,11,108,20,8,66,,,,,,,,,,
1,26,86,2,18,59,,,,,,,,,,
1,18,90,2,4,48,,,,,,,,,,
1,4,39,4,8,53,,,,,,,,,,
8,8,115,9,28,131,,,,,,,,,,
8,12,171,3,5,94,,,,,,,,,,
1,9,39,7,48,134,,,,,,,,,,
1,5,55,2,42,56,,,,,,,,,,
1,10,58,14,27,85,,,,,,,,,,
1,9,70,14,4,40,,,,,,,,,,
1,20,103,2,31,83,,,,,,,,,,
1,1,19,3,6,39,,,,,,,,,,
1,21,65,4,61,143,,,,,,,,,,
1,11,60,3,14,44,,,,,,,,,,
1,12,54,9,41,182,,,,,,,,,,
1,10,55,4,26,55,,,,,,,,,,
1,16,65,4,10,24,,,,,,,,,,
1,56,230,1,16,72,,,,,,,,,,
1,12,31,1,23,107,,,,,,,,,,
1,32,152,2,18,113,,,,,,,,,,
8,12,121,2,9,44,,,,,,,,,,
1,9,80,21,4,111,,,,,,,,,,
1,10,51,5,6,87,,,,,,,,,,
1,72,153,5,8,28,,,,,,,,,,
1,23,127,0,27,73,,,,,,,,,,
8,13,307,3,12,46,,,,,,,,,,
1,17,69,1,9,35,,,,,,,,,,
1,11,43,6,40,169,,,,,,,,,,
1,2,25,14,8,40,,,,,,,,,,
1,7,48,11,13,56,,,,,,,,,,
1,4,46,2,16,68,,,,,,,,,,
1,27,241,4,24,81,,,,,,,,,,
1,13,55,6,13,40,,,,,,,,,,
1,10,63,2,18,59,,,,,,,,,,
1,6,54,16,7,70,,,,,,,,,,
8,2,120,7,23,80,,,,,,,,,,
1,12,67,0,10,26,,,,,,,,,,
1,16,94,9,27,76,,,,,,,,,,
1,15,78,7,34,97,,,,,,,,,,
8,1,50,8,5,44,,,,,,,,,,
1,3,38,7,28,66,,,,,,,,,,
1,11,55,7,7,52,,,,,,,,,,
1,8,114,7,15,103,,,,,,,,,,
1,17,77,10,10,114,,,,,,,,,,
1,11,55,7,35,100,,,,,,,,,,
1,11,80,4,5,52,,,,,,,,,,
8,5,137,1,5,37,,,,,,,,,,
1,1,30,9,10,169,,,,,,,,,,
1,37,96,10,28,96,,,,,,,,,,
1,56,123,1,13,62,,,,,,,,,,
1,15,82,7,17,74,,,,,,,,,,
1,4,49,3,5,63,,,,,,,,,,
1,1,41,13,10,33,,,,,,,,,,
1,33,104,3,4,42,,,,,,,,,,
8,19,275,8,7,41,,,,,,,,,,
1,8,61,1,5,329,,,,,,,,,,
1,3,36,20,10,36,,,,,,,,,,
1,15,67,1,15,85,,,,,,,,,,
1,14,76,9,29,85,,,,,,,,,,
1,55,122,6,15,58,,,,,,,,,,
1,8,63,11,2,23,,,,,,,,,,
1,12,124,3,3,90,,,,,,,,,,
1,22,112,10,9,51,,,,,,,,,,
1,69,196,21,6,42,,,,,,,,,,
8,9,519,3,32,69,,,,,,,,,,
1,29,141,3,3,39,,,,,,,,,,
1,35,101,0,5,48,,,,,,,,,,
1,4,71,5,2,48,,,,,,,,,,
1,13,58,5,18,55,,,,,,,,,,
1,6,32,2,4,73,,,,,,,,,,
1,4,33,14,5,43,,,,,,,,,,
8,14,358,16,10,81,,,,,,,,,,
1,13,76,3,38,141,,,,,,,,,,
1,21,112,18,2,30,,,,,,,,,,
1,5,58,2,8,62,,,,,,,,,,
1,42,121,6,29,78,,,,,,,,,,
1,7,111,4,7,35,,,,,,,,,,
1,3,50,9,8,25,,,,,,,,,,
1,2,18,18,10,40,,,,,,,,,,
1,11,84,16,23,86,,,,,,,,,,
1,6,37,7,3,275,,,,,,,,,,
1,18,92,13,9,37,,,,,,,,,,
1,30,134,17,18,93,,,,,,,,,,
1,13,94,2,34,128,,,,,,,,,,
1,9,54,12,16,962,,,,,,,,,,
1,13,59,10,6,69,,,,,,,,,,
8,14,251,3,7,61,,,,,,,,,,
1,10,103,4,6,57,,,,,,,,,,
1,7,37,0,2,25,,,,,,,,,,
1,17,91,25,12,66,,,,,,,,,,
1,25,87,6,12,21,,,,,,,,,,
1,7,53,6,26,93,,,,,,,,,,
1,6,64,5,11,45,,,,,,,,,,
1,15,83,21,2,24,,,,,,,,,,
1,1,26,21,10,65,,,,,,,,,,
1,13,116,2,7,60,,,,,,,,,,
1,10,133,3,22,92,,,,,,,,,,
1,7,31,2,29,95,,,,,,,,,,
1,4,41,8,10,92,,,,,,,,,,
1,2,25,2,8,42,,,,,,,,,,
1,10,66,11,13,40,,,,,,,,,,
1,12,63,8,13,57,,,,,,,,,,
1,14,62,4,6,70,,,,,,,,,,
1,33,161,1,13,57,,,,,,,,,,
1,15,48,7,10,28,,,,,,,,,,
1,27,191,35,15,95,,,,,,,,,,
1,28,113,6,10,38,,,,,,,,,,
1,5,30,2,44,120,,,,,,,,,,
1,1,18,7,39,152,,,,,,,,,,
1,8,64,16,7,35,,,,,,,,,,
8,3,111,2,15,67,,,,,,,,,,
1,42,150,3,14,51,,,,,,,,,,
1,46,148,16,20,112,,,,,,,,,,
1,6,40,25,4,58,,,,,,,,,,
8,2,47,2,56,178,,,,,,,,,,
1,15,62,13,12,48,,,,,,,,,,
1,3,81,21,35,174,,,,,,,,,,
1,5,66,5,33,232,,,,,,,,,,
1,3,60,6,7,57,,,,,,,,,,
8,7,250,17,8,37,,,,,,,,,,
1,4,69,1,59,162,,,,,,,,,,
8,1,76,14,1,37,,,,,,,,,,
1,35,163,4,33,99,,,,,,,,,,
8,7,136,13,10,55,,,,,,,,,,
1,4,103,5,16,64,,,,,,,,,,
1,6,75,1,20,63,,,,,,,,,,
1,20,78,4,12,52,,,,,,,,,,
1,23,65,1,2,68,,,,,,,,,,
1,7,60,26,24,95,,,,,,,,,,
1,4,36,8,41,95,,,,,,,,,,
8,11,270,26,28,98,,,,,,,,,,
1,22,115,2,29,82,,,,,,,,,,
1,8,72,2,5,35,,,,,,,,,,
1,13,57,5,1,22,,,,,,,,,,
1,5,70,4,6,51,,,,,,,,,,
1,5,51,19,26,64,,,,,,,,,,
1,11,73,20,8,74,,,,,,,,,,
8,11,268,9,18,47,,,,,,,,,,
1,14,80,13,6,35,,,,,,,,,,
1,16,99,1,10,77,,,,,,,,,,
1,28,206,4,12,88,,,,,,,,,,
1,10,93,36,17,78,,,,,,,,,,
1,19,118,15,24,57,,,,,,,,,,
8,6,132,11,6,39,,,,,,,,,,
1,12,100,31,10,82,,,,,,,,,,
1,35,118,60,11,30,,,,,,,,,,
1,10,73,1,25,130,,,,,,,,,,
1,18,69,8,7,45,,,,,,,,,,
1,23,125,3,22,64,,,,,,,,,,
8,6,158,18,1,35,,,,,,,,,,
8,8,137,19,3,16,,,,,,,,,,
1,21,109,9,6,65,,,,,,,,,,
1,28,82,12,6,48,,,,,,,,,,
1,10,123,3,3,24,,,,,,,,,,
1,5,51,3,4,309,,,,,,,,,,
1,4,39,0,22,90,,,,,,,,,,
1,22,90,14,9,65,,,,,,,,,,
1,31,91,12,34,145,,,,,,,,,,
1,16,49,13,10,43,,,,,,,,,,
1,15,80,16,6,43,,,,,,,,,,
1,7,59,20,9,86,,,,,,,,,,
1,47,134,2,4,26,,,,,,,,,,
8,4,98,13,64,210,,,,,,,,,,
1,5,59,15,62,136,,,,,,,,,,
1,3,27,9,20,131,,,,,,,,,,
1,7,79,6,42,143,,,,,,,,,,
8,19,284,12,18,83,,,,,,,,,,
1,32,108,17,9,77,,,,,,,,,,
1,18,55,26,3,28,,,,,,,,,,
8,4,666,18,19,76,,,,,,,,,,
1,25,159,11,9,49,,,,,,,,,,
1,4,50,5,17,63,,,,,,,,,,
1,9,53,1,4,37,,,,,,,,,,
8,4,110,9,9,62,,,,,,,,,,
1,13,151,21,10,67,,,,,,,,,,
1,3,37,14,41,109,,,,,,,,,,
1,2,23,8,25,148,,,,,,,,,,
1,11,90,15,10,48,,,,,,,,,,
1,1,16,0,45,125,,,,,,,,,,
1,2,61,2,248,394,,,,,,,,,,
1,10,74,14,39,99,,,,,,,,,,
1,5,82,27,64,119,,,,,,,,,,
8,11,182,18,4,58,,,,,,,,,,
1,7,90,14,10,63,,,,,,,,,,
1,6,52,0,7,53,,,,,,,,,,
1,46,147,0,26,82,,,,,,,,,,
1,8,102,1,36,109,,,,,,,,,,
1,22,64,17,13,84,,,,,,,,,,
1,16,81,5,36,94,,,,,,,,,,
1,12,91,29,13,86,,,,,,,,,,
1,28,96,0,22,75,,,,,,,,,,
8,1,87,13,28,126,,,,,,,,,,
1,5,47,11,6,51,,,,,,,,,,
1,3,64,23,4,28,,,,,,,,,,
1,20,79,3,15,110,,,,,,,,,,
1,40,134,10,24,68,,,,,,,,,,
1,1,51,2,18,99,,,,,,,,,,
1,7,68,25,45,169,,,,,,,,,,
8,13,201,1,15,85,,,,,,,,,,
1,11,62,7,12,73,,,,,,,,,,
1,45,159,1,30,158,,,,,,,,,,
1,13,74,2,27,101,,,,,,,,,,
8,6,278,13,14,101,,,,,,,,,,
1,7,63,15,9,60,,,,,,,,,,
1,6,43,4,24,80,,,,,,,,,,
1,15,108,20,103,190,,,,,,,,,,
1,6,28,19,31,110,,,,,,,,,,
1,7,147,1,12,57,,,,,,,,,,
1,17,77,4,27,92,,,,,,,,,,
1,9,38,4,7,51,,,,,,,,,,
1,13,87,6,2,34,,,,,,,,,,
1,38,153,28,12,89,,,,,,,,,,
1,19,72,26,12,69,,,,,,,,,,
1,35,189,9,13,49,,,,,,,,,,
1,14,74,7,7,50,,,,,,,,,,
1,6,75,11,13,79,,,,,,,,,,
1,28,106,19,34,116,,,,,,,,,,
1,7,41,4,27,227,,,,,,,,,,
8,2,64,28,4,36,,,,,,,,,,
1,16,119,5,3,67,,,,,,,,,,
1,5,45,4,8,75,,,,,,,,,,
1,2,49,4,5,36,,,,,,,,,,
1,21,94,8,10,19,,,,,,,,,,
1,100,281,15,10,56,,,,,,,,,,
8,2,148,14,11,36,,,,,,,,,,
1,10,80,5,23,55,,,,,,,,,,
1,15,63,3,5,52,,,,,,,,,,
1,1,24,2,25,74,,,,,,,,,,
8,1,73,22,16,49,,,,,,,,,,
1,55,136,25,7,64,,,,,,,,,,
1,73,182,4,39,114,,,,,,,,,,
1,6,35,7,27,103,,,,,,,,,,
1,21,98,1,10,86,,,,,,,,,,
1,7,55,2,13,86,,,,,,,,,,
8,2,43,9,13,53,,,,,,,,,,
1,36,174,3,9,76,,,,,,,,,,
8,3,58,13,11,41,,,,,,,,,,
1,2,38,18,20,93,,,,,,,,,,
8,12,230,10,15,104,,,,,,,,,,
1,3,21,10,53,143,,,,,,,,,,
1,28,104,0,33,111,,,,,,,,,,
8,22,290,7,23,124,,,,,,,,,,
8,10,193,4,7,70,,,,,,,,,,
1,5,41,21,23,92,,,,,,,,,,
1,47,191,2,16,30,,,,,,,,,,
1,18,74,18,6,39,,,,,,,,,,
1,7,44,44,10,57,,,,,,,,,,
1,41,172,8,22,111,,,,,,,,,,
1,3,24,1,12,64,,,,,,,,,,
1,2,39,3,12,69,,,,,,,,,,
1,26,104,10,12,70,,,,,,,,,,
1,7,57,2,9,39,,,,,,,,,,
1,29,152,8,8,30,,,,,,,,,,
1,12,129,16,26,55,,,,,,,,,,
1,40,121,31,8,49,,,,,,,,,,
1,23,71,25,16,29,,,,,,,,,,
8,11,329,10,17,87,,,,,,,,,,
8,17,421,2,5,41,,,,,,,,,,
1,6,81,11,20,94,,,,,,,,,,
1,12,78,23,12,64,,,,,,,,,,
1,1,37,11,3,43,,,,,,,,,,
1,11,44,8,12,70,,,,,,,,,,
1,4,56,3,16,74,,,,,,,,,,
1,3,29,4,13,44,,,,,,,,,,
1,19,116,11,28,84,,,,,,,,,,
1,26,75,7,4,35,,,,,,,,,,
8,15,216,3,13,56,,,,,,,,,,
1,25,131,4,33,121,,,,,,,,,,
1,22,152,4,18,60,,,,,,,,,,
1,1,48,0,14,65,,,,,,,,,,
1,32,114,20,22,54,,,,,,,,,,
1,12,32,28,11,87,,,,,,,,,,
1,10,67,4,28,187,,,,,,,,,,
1,21,101,5,17,55,,,,,,,,,,
1,7,57,30,15,68,,,,,,,,,,
1,9,90,27,6,67,,,,,,,,,,
1,7,83,0,12,73,,,,,,,,,,
1,4,36,1,6,49,,,,,,,,,,
1,31,76,8,17,51,,,,,,,,,,
1,13,57,25,13,90,,,,,,,,,,
1,5,36,2,6,38,,,,,,,,,,
1,35,254,3,11,41,,,,,,,,,,
1,29,119,24,4,42,,,,,,,,,,
1,5,30,3,31,135,,,,,,,,,,
1,16,44,4,3,34,,,,,,,,,,
1,74,239,7,25,108,,,,,,,,,,
1,30,136,6,6,35,,,,,,,,,,
1,50,160,8,13,55,,,,,,,,,,
8,19,249,2,11,115,,,,,,,,,,
1,10,69,17,11,67,,,,,,,,,,
1,27,88,4,4,37,,,,,,,,,,
8,9,246,44,60,158,,,,,,,,,,
1,23,92,4,32,176,,,,,,,,,,
1,8,37,36,7,42,,,,,,,,,,
1,10,51,1,32,118,,,,,,,,,,
1,15,70,14,4,43,,,,,,,,,,
1,14,79,3,12,92,,,,,,,,,,
8,3,83,27,1,36,,,,,,,,,,
1,37,212,6,14,75,,,,,,,,,,
1,5,32,1,11,72,,,,,,,,,,
1,6,63,19,8,76,,,,,,,,,,
1,3,42,12,2,16,,,,,,,,,,
1,7,48,9,21,70,,,,,,,,,,
1,11,61,2,46,179,,,,,,,,,,
1,8,92,7,15,57,,,,,,,,,,
8,10,99,10,32,74,,,,,,,,,,
1,9,45,2,13,74,,,,,,,,,,
1,6,58,2,32,49,,,,,,,,,,
1,17,59,16,12,100,,,,,,,,,,
1,29,145,11,18,99,,,,,,,,,,
8,3,62,11,15,148,,,,,,,,,,
1,17,79,3,7,49,,,,,,,,,,
1,15,113,6,6,51,,,,,,,,,,
8,13,241,9,11,60,,,,,,,,,,
1,2,24,3,10,22,,,,,,,,,,
1,40,134,12,64,134,,,,,,,,,,
1,7,70,9,12,65,,,,,,,,,,
1,10,91,5,5,49,,,,,,,,,,
8,18,270,4,17,72,,,,,,,,,,
8,3,73,28,13,67,,,,,,,,,,
1,16,61,24,26,74,,,,,,,,,,
1,3,133,1,18,91,,,,,,,,,,
1,31,214,12,11,54,,,,,,,,,,
1,15,139,7,5,36,,,,,,,,,,
1,19,53,1,25,125,,,,,,,,,,
8,23,225,9,3,38,,,,,,,,,,
1,22,103,7,17,68,,,,,,,,,,
1,4,52,15,53,246,,,,,,,,,,
1,3,40,21,77,226,,,,,,,,,,
1,28,145,16,13,78,,,,,,,,,,
1,4,30,3,9,37,,,,,,,,,,
1,37,105,27,18,150,,,,,,,,,,
1,15,61,14,6,52,,,,,,,,,,
1,16,84,0,7,38,,,,,,,,,,
1,13,56,14,3,22,,,,,,,,,,
8,10,127,5,3,47,,,,,,,,,,
1,28,89,28,13,89,,,,,,,,,,
1,8,42,9,2,26,,,,,,,,,,
1,11,111,8,2,43,,,,,,,,,,
1,10,69,17,55,159,,,,,,,,,,
8,32,317,1,17,79,,,,,,,,,,
1,9,63,2,9,56,,,,,,,,,,
1,4,37,1,4,33,,,,,,,,,,
1,1,63,4,28,101,,,,,,,,,,
1,41,115,19,18,60,,,,,,,,,,
1,6,40,5,25,88,,,,,,,,,,
8,1,37,8,1,22,,,,,,,,,,
1,21,99,12,19,80,,,,,,,,,,
1,17,134,8,16,137,,,,,,,,,,
8,8,211,4,12,72,,,,,,,,,,
1,30,95,3,21,65,,,,,,,,,,
1,17,62,0,46,169,,,,,,,,,,
1,2,28,2,11,30,,,,,,,,,,
8,4,73,17,20,113,,,,,,,,,,
1,11,63,9,27,86,,,,,,,,,,
1,18,85,28,23,119,,,,,,,,,,
1,55,193,6,20,48,,,,,,,,,,
1,14,46,10,4,45,,,,,,,,,,
1,4,36,3,25,88,,,,,,,,,,
8,3,132,7,25,143,,,,,,,,,,
1,23,64,10,14,59,,,,,,,,,,
1,14,67,16,32,107,,,,,,,,,,
1,1,30,0,22,81,,,,,,,,,,
1,7,54,5,23,65,,,,,,,,,,
1,1,31,6,28,94,,,,,,,,,,
1,3,18,18,23,67,,,,,,,,,,
1,7,47,1,53,247,,,,,,,,,,
1,20,98,6,12,62,,,,,,,,,,
1,78,201,2,16,55,,,,,,,,,,
1,10,45,13,10,53,,,,,,,,,,
1,32,121,3,17,66,,,,,,,,,,
1,17,90,22,27,84,,,,,,,,,,
1,10,76,7,12,71,,,,,,,,,,
1,41,156,13,41,101,,,,,,,,,,
8,6,151,3,31,105,,,,,,,,,,
8,16,257,29,12,85,,,,,,,,,,
1,18,86,10,7,33,,,,,,,,,,
1,44,169,3,10,36,,,,,,,,,,
1,19,87,1,9,24,,,,,,,,,,
8,28,334,2,2,17,,,,,,,,,,
1,24,120,8,12,48,,,,,,,,,,
1,12,85,20,6,85,,,,,,,,,,
1,23,100,42,43,100,,,,,,,,,,
1,49,157,14,12,107,,,,,,,,,,
1,61,157,9,49,148,,,,,,,,,,
1,11,53,0,10,46,,,,,,,,,,
1,2,19,2,1,30,,,,,,,,,,
1,6,57,8,13,40,,,,,,,,,,
8,6,123,9,31,113,,,,,,,,,,
1,18,99,8,17,72,,,,,,,,,,
1,6,50,8,6,48,,,,,,,,,,
1,37,116,18,13,117,,,,,,,,,,
1,49,170,6,8,32,,,,,,,,,,
1,1,21,11,38,83,,,,,,,,,,
1,1,26,7,4,28,,,,,,,,,,
1,29,94,3,27,73,,,,,,,,,,
1,2,30,16,10,43,,,,,,,,,,
1,4,37,14,15,66,,,,,,,,,,
1,5,44,8,34,113,,,,,,,,,,
1,12,70,1,5,47,,,,,,,,,,
8,28,411,14,6,29,,,,,,,,,,
1,7,30,0,11,49,,,,,,,,,,
8,1,93,1,14,73,,,,,,,,,,
1,15,106,14,6,60,,,,,,,,,,
1,42,147,3,7,37,,,,,,,,,,
1,11,65,3,33,84,,,,,,,,,,
1,8,68,9,21,52,,,,,,,,,,
1,6,52,8,11,36,,,,,,,,,,
1,20,101,17,10,34,,,,,,,,,,
1,20,86,27,9,62,,,,,,,,,,
1,59,208,1,20,60,,,,,,,,,,
1,2,62,6,34,101,,,,,,,,,,
1,16,54,1,12,41,,,,,,,,,,
1,9,65,3,13,92,,,,,,,,,,
8,1,44,13,22,94,,,,,,,,,,
8,11,188,1,11,40,,,,,,,,,,
1,31,136,30,9,59,,,,,,,,,,
8,1,88,2,14,86,,,,,,,,,,
1,15,66,2,18,74,,,,,,,,,,
1,27,101,2,4,35,,,,,,,,,,
1,5,34,2,14,56,,,,,,,,,,
1,1,39,10,4,53,,,,,,,,,,
1,30,96,7,46,121,,,,,,,,,,
1,6,28,15,3,25,,,,,,,,,,
1,11,56,7,21,86,,,,,,,,,,
1,4,64,6,12,55,,,,,,,,,,
1,2,43,15,14,61,,,,,,,,,,
1,6,48,20,9,51,,,,,,,,,,
8,3,125,8,39,110,,,,,,,,,,
1,18,90,9,22,66,,,,,,,,,,
1,18,93,1,19,67,,,,,,,,,,
1,5,72,5,14,78,,,,,,,,,,
1,17,75,3,42,141,,,,,,,,,,
1,58,118,2,16,56,,,,,,,,,,
1,5,69,37,8,35,,,,,,,,,,
1,19,89,4,5,54,,,,,,,,,,
8,7,86,21,7,47,,,,,,,,,,
1,19,107,7,10,65,,,,,,,,,,
1,8,245,1,9,37,,,,,,,,,,
1,45,119,0,11,89,,,,,,,,,,
1,18,91,12,13,77,,,,,,,,,,
1,20,71,15,6,29,,,,,,,,,,
8,6,66,19,10,98,,,,,,,,,,
1,12,68,10,5,49,,,,,,,,,,
1,19,137,1,17,67,,,,,,,,,,
8,1,98,17,19,84,,,,,,,,,,
8,5,143,9,23,80,,,,,,,,,,
1,5,43,8,21,100,,,,,,,,,,
1,17,82,2,28,74,,,,,,,,,,
8,3,57,6,1,29,,,,,,,,,,
1,2,47,15,1,64,,,,,,,,,,
1,17,77,5,23,66,,,,,,,,,,
1,8,131,7,27,92,,,,,,,,,,
1,3,27,20,14,75,,,,,,,,,,
1,7,501,4,14,56,,,,,,,,,,
8,16,290,3,26,66,,,,,,,,,,
1,9,38,2,1,20,,,,,,,,,,
8,27,408,18,21,88,,,,,,,,,,
1,9,72,18,54,127,,,,,,,,,,
1,22,80,0,10,54,,,,,,,,,,
1,38,103,2,4,51,,,,,,,,,,
1,6,88,24,4,44,,,,,,,,,,
8,6,75,27,18,40,,,,,,,,,,
1,38,200,1,20,55,,,,,,,,,,
1,8,44,5,9,96,,,,,,,,,,
1,21,114,21,19,158,,,,,,,,,,
1,19,119,10,10,23,,,,,,,,,,
1,14,89,8,41,142,,,,,,,,,,
1,11,89,3,3,20,,,,,,,,,,
8,7,168,2,4,61,,,,,,,,,,
1,8,77,70,27,79,,,,,,,,,,
1,26,194,6,8,42,,,,,,,,,,
1,21,128,1,13,57,,,,,,,,,,
1,36,116,7,23,92,,,,,,,,,,
1,7,109,12,16,68,,,,,,,,,,
1,20,121,50,19,92,,,,,,,,,,
8,4,115,4,4,30,,,,,,,,,,
1,35,120,16,10,85,,,,,,,,,,
8,1,156,27,6,32,,,,,,,,,,
1,3,36,0,15,76,,,,,,,,,,
1,10,58,11,13,45,,,,,,,,,,
1,6,55,13,39,138,,,,,,,,,,
1,5,37,34,7,45,,,,,,,,,,
1,14,111,3,7,63,,,,,,,,,,
1,66,182,5,3,39,,,,,,,,,,
1,26,125,2,34,116,,,,,,,,,,
8,11,180,3,21,66,,,,,,,,,,
1,43,182,5,22,103,,,,,,,,,,
8,9,147,1,24,108,,,,,,,,,,
1,5,46,46,12,85,,,,,,,,,,
1,1,35,6,6,71,,,,,,,,,,
8,17,226,29,16,118,,,,,,,,,,
1,16,105,2,24,90,,,,,,,,,,
1,33,137,9,19,81,,,,,,,,,,
1,7,49,22,8,35,,,,,,,,,,
1,51,118,27,1,18,,,,,,,,,,
1,3,35,5,13,73,,,,,,,,,,
8,5,114,20,1,83,,,,,,,,,,
1,12,71,5,21,107,,,,,,,,,,
8,8,242,5,4,37,,,,,,,,,,
1,62,139,0,6,48,,,,,,,,,,
1,10,75,10,49,154,,,,,,,,,,
1,1,23,23,18,66,,,,,,,,,,
1,35,151,11,1,19,,,,,,,,,,
1,3,29,12,16,94,,,,,,,,,,
1,5,115,5,19,110,,,,,,,,,,
1,3,39,12,9,76,,,,,,,,,,
1,8,57,2,7,42,,,,,,,,,,
1,13,83,9,18,72,,,,,,,,,,
8,45,438,16,29,72,,,,,,,,,,
1,1,32,2,7,56,,,,,,,,,,
8,4,193,28,14,47,,,,,,,,,,
1,17,79,2,4,42,,,,,,,,,,
1,2,133,7,26,99,,,,,,,,,,
1,1,21,19,7,55,,,,,,,,,,
1,8,161,2,24,110,,,,,,,,,,
1,13,79,11,16,53,,,,,,,,,,
1,14,82,13,17,83,,,,,,,,,,
1,7,104,25,14,47,,,,,,,,,,
1,64,206,28,12,65,,,,,,,,,,
8,7,110,2,4,46,,,,,,,,,,
1,16,57,14,2,136,,,,,,,,,,
1,11,149,12,2,17,,,,,,,,,,
1,3,34,23,10,52,,,,,,,,,,
1,10,65,7,5,25,,,,,,,,,,
8,6,127,1,18,72,,,,,,,,,,
1,11,57,3,22,92,,,,,,,,,,
1,16,98,20,20,55,,,,,,,,,,
1,16,102,28,15,499,,,,,,,,,,
8,6,87,6,13,39,,,,,,,,,,
1,28,113,0,8,36,,,,,,,,,,
1,1,47,44,4,68,,,,,,,,,,
1,8,142,3,9,46,,,,,,,,,,
1,21,73,2,11,92,,,,,,,,,,
1,4,74,13,62,196,,,,,,,,,,
1,2,39,6,4,26,,,,,,,,,,
1,13,114,1,8,65,,,,,,,,,,
8,16,129,12,2,19,,,,,,,,,,
8,3,82,20,15,121,,,,,,,,,,
1,27,121,12,44,100,,,,,,,,,,
1,32,116,7,24,91,,,,,,,,,,
1,19,49,3,25,123,,,,,,,,,,
1,26,90,40,18,58,,,,,,,,,,
8,7,121,6,29,95,,,,,,,,,,
1,16,65,0,17,69,,,,,,,,,,
8,6,117,13,3,49,,,,,,,,,,
1,11,46,4,10,62,,,,,,,,,,
1,9,200,12,24,142,,,,,,,,,,
8,1,59,15,8,67,,,,,,,,,,
1,48,200,9,6,50,,,,,,,,,,
1,5,366,6,25,91,,,,,,,,,,
1,9,43,1,21,62,,,,,,,,,,
1,20,74,5,49,141,,,,,,,,,,
1,3,57,23,10,25,,,,,,,,,,
8,3,169,14,13,69,,,,,,,,,,
1,10,69,13,8,43,,,,,,,,,,
8,21,458,2,14,56,,,,,,,,,,
8,5,273,5,13,61,,,,,,,,,,
1,15,75,12,10,64,,,,,,,,,,
1,25,121,37,25,71,,,,,,,,,,
1,12,87,26,15,205,,,,,,,,,,
1,8,30,20,2,20,,,,,,,,,,
1,1,41,10,8,74,,,,,,,,,,
1,10,80,17,3,38,,,,,,,,,,
1,14,70,11,29,93,,,,,,,,,,
1,3,55,2,6,32,,,,,,,,,,
8,1,106,1,23,53,,,,,,,,,,
1,43,201,49,39,189,,,,,,,,,,
1,9,67,3,20,102,,,,,,,,,,
1,18,71,4,46,123,,,,,,,,,,
1,34,143,49,9,49,,,,,,,,,,
8,3,120,11,22,144,,,,,,,,,,
1,3,73,7,10,46,,,,,,,,,,
1,22,78,9,24,102,,,,,,,,,,
8,12,95,29,16,89,,,,,,,,,,
1,36,135,28,5,91,,,,,,,,,,
1,10,90,10,3,31,,,,,,,,,,
1,66,285,2,31,95,,,,,,,,,,
1,14,51,0,25,72,,,,,,,,,,
1,16,68,24,19,71,,,,,,,,,,
8,8,89,2,5,47,,,,,,,,,,
8,8,69,25,9,48,,,,,,,,,,
1,16,74,17,6,62,,,,,,,,,,
1,13,126,10,6,63,,,,,,,,,,
1,10,103,17,64,414,,,,,,,,,,
1,34,164,0,67,180,,,,,,,,,,
8,6,114,18,23,79,,,,,,,,,,
8,49,422,1,10,73,,,,,,,,,,
8,5,228,11,18,97,,,,,,,,,,
1,24,109,56,126,105,,,,,,,,,,
1,18,219,13,2,26,,,,,,,,,,
1,6,52,15,21,52,,,,,,,,,,
8,12,143,14,1,72,,,,,,,,,,
1,6,94,11,19,225,,,,,,,,,,
1,9,36,12,19,75,,,,,,,,,,
1,4,38,13,17,73,,,,,,,,,,
1,21,357,3,11,59,,,,,,,,,,
1,6,89,8,2,48,,,,,,,,,,
1,15,77,13,67,174,,,,,,,,,,
1,2,49,1,109,379,,,,,,,,,,
1,3,30,23,6,52,,,,,,,,,,
1,11,80,7,7,60,,,,,,,,,,
1,5,75,3,23,97,,,,,,,,,,
1,10,46,15,16,73,,,,,,,,,,
1,19,94,10,21,61,,,,,,,,,,
8,6,204,5,17,92,,,,,,,,,,
1,6,64,4,23,74,,,,,,,,,,
