WorkstationGroupID,Number of Items,Service Time,Time between arrivals,Regular Checkout Number of Items,Regular Checkout Service Times,Self Checkout Number of Items,Self Checkout Service Times,,,,,,,,
1,7,59,7,9,113,4,122,,,,,,,,
1,10,44,4,1,35,3,184,,,,,,,,
1,9,55,4,14,162,14,250,,,,,,,,
1,27,113,5,4,67,3,90,,,,,,,,
1,5,75,6,13,131,2,68,,,,,,,,
8,1,72,5,35,182,6,214,,,,,,,,
1,7,69,20,14,76,12,296,,,,,,,,
1,21,77,4,5,42,15,202,,,,,,,,
8,9,131,1,43,157,18,233,,,,,,,,
8,3,81,1,9,50,11,183,,,,,,,,
1,37,173,2,12,62,10,127,,,,,,,,
1,14,69,7,26,95,3,124,,,,,,,,
1,14,44,29,14,51,6,107,,,,,,,,
1,18,77,3,33,131,4,81,,,,,,,,
8,22,310,2,5,53,8,127,,,,,,,,
1,24,102,10,25,59,10,159,,,,,,,,
1,8,70,5,3,43,66,584,,,,,,,,
1,16,61,6,30,153,9,128,,,,,,,,
8,7,116,4,6,41,1,122,,,,,,,,
1,5,27,3,5,40,54,476,,,,,,,,
1,3,63,0,1,20,32,304,,,,,,,,
1,24,122,0,9,38,10,147,,,,,,,,
1,2,42,9,7,42,19,234,,,,,,,,
8,6,85,15,39,192,2,42,,,,,,,,
1,11,91,18,5,57,19,312,,,,,,,,
1,14,177,2,20,56,9,159,,,,,,,,
1,22,108,4,8,94,2,58,,,,,,,,
1,2,25,4,2,43,7,84,,,,,,,,
1,12,89,6,5,103,16,157,,,,,,,,
8,3,109,5,7,50,24,330,,,,,,,,
1,50,183,10,9,53,14,227,,,,,,,,
1,41,137,1,13,92,10,193,,,,,,,,
1,5,32,20,24,101,10,140,,,,,,,,
8,1,106,8,15,101,3,75,,,,,,,,
1,15,104,4,23,99,6,104,,,,,,,,
1,20,114,3,40,88,3,68,,,,,,,,
8,15,211,6,5,30,22,389,,,,,,,,
1,19,66,7,14,49,5,106,,,,,,,,
1,33,126,19,10,45,31,204,,,,,,,,
1,53,187,11,48,258,8,101,,,,,,,,
1,20,151,15,18,58,14,130,,,,,,,,
8,6,255,6,6,31,14,160,,,,,,,,
8,3,94,8,28,126,13,103,,,,,,,,
1,6,52,19,7,66,12,155,,,,,,,,
8,4,108,6,7,67,19,202,,,,,,,,
1,32,102,4,51,167,48,391,,,,,,,,
1,19,81,9,19,67,11,131,,,,,,,,
1,5,55,1,28,124,16,423,,,,,,,,
1,15,81,13,10,83,34,273,,,,,,,,
1,32,90,13,10,81,26,230,,,,,,,,
1,10,65,2,12,47,2,49,,,,,,,,
1,5,74,19,48,157,16,89,,,,,,,,
8,3,90,7,15,86,1,54,,,,,,,,
1,11,87,6,20,201,32,424,,,,,,,,
8,12,233,11,1,28,2,56,,,,,,,,
1,5,24,10,30,102,4,106,,,,,,,,
1,8,52,2,2,20,37,179,,,,,,,,
1,8,37,5,2,28,15,157,,,,,,,,
1,14,95,0,3,51,2,49,,,,,,,,
8,5,68,3,45,145,17,263,,,,,,,,
1,6,68,4,15,77,14,165,,,,,,,,
1,19,126,5,49,167,3,106,,,,,,,,
8,15,173,2,25,180,18,188,,,,,,,,
1,15,223,1,34,171,21,200,,,,,,,,
1,4,27,5,10,39,4,81,,,,,,,,
1,6,42,12,19,87,12,99,,,,,,,,
1,14,79,10,3,41,2,69,,,,,,,,
1,14,65,3,42,144,14,232,,,,,,,,
1,10,39,4,14,112,13,223,,,,,,,,
8,5,229,4,19,105,11,137,,,,,,,,
1,5,37,9,6,68,15,166,,,,,,,,
1,16,75,6,28,87,5,69,,,,,,,,
8,9,183,3,10,81,36,318,,,,,,,,
1,12,52,13,15,96,1,45,,,,,,,,
1,1,12,6,1,38,2,132,,,,,,,,
1,46,157,5,1,94,1,205,,,,,,,,
1,14,83,1,18,157,9,239,,,,,,,,
1,1,25,15,10,85,12,207,,,,,,,,
1,13,90,3,11,43,17,320,,,,,,,,
8,3,126,7,32,148,5,95,,,,,,,,
1,4,32,2,12,72,3,56,,,,,,,,
1,7,71,10,15,145,4,139,,,,,,,,
1,14,54,4,7,53,7,244,,,,,,,,
1,17,72,16,1,18,11,138,,,,,,,,
1,3,39,25,12,98,7,146,,,,,,,,
1,10,112,7,6,51,4,88,,,,,,,,
8,14,353,2,9,114,7,144,,,,,,,,
1,9,49,5,15,80,3,134,,,,,,,,
1,19,125,2,9,64,17,214,,,,,,,,
1,4,18,7,30,122,2,67,,,,,,,,
1,4,34,4,13,63,7,135,,,,,,,,
8,5,136,4,5,39,5,139,,,,,,,,
1,9,69,3,11,69,24,258,,,,,,,,
1,9,43,23,2,15,5,158,,,,,,,,
1,9,78,1,16,103,26,301,,,,,,,,
1,16,64,1,3,48,33,342,,,,,,,,
1,10,72,3,16,159,1,40,,,,,,,,
8,7,76,7,15,58,4,107,,,,,,,,
1,4,54,4,9,122,40,361,,,,,,,,
8,3,110,4,8,54,10,158,,,,,,,,
1,22,91,23,1,32,4,82,,,,,,,,
1,17,126,0,14,100,1,44,,,,,,,,
8,14,160,12,5,68,3,110,,,,,,,,
1,2,43,10,1,70,10,122,,,,,,,,
1,25,92,1,21,63,4,96,,,,,,,,
1,24,168,8,21,90,4,54,,,,,,,,
1,32,94,4,4,113,7,73,,,,,,,,
1,17,86,3,24,107,7,93,,,,,,,,
8,6,131,1,25,67,13,202,,,,,,,,
1,6,38,16,7,45,5,79,,,,,,,,
1,16,142,8,34,155,8,195,,,,,,,,
8,5,176,5,10,51,3,123,,,,,,,,
1,1,13,9,7,30,18,169,,,,,,,,
1,3,21,4,18,150,11,207,,,,,,,,
1,13,80,2,7,62,2,85,,,,,,,,
8,7,202,15,2,56,17,173,,,,,,,,
1,4,31,16,28,117,8,161,,,,,,,,
1,21,131,7,9,50,21,146,,,,,,,,
1,44,133,4,41,132,1,45,,,,,,,,
1,3,27,1,15,119,6,110,,,,,,,,
1,32,104,3,17,57,1,71,,,,,,,,
1,11,86,23,57,147,3,124,,,,,,,,
1,18,95,8,7,94,38,378,,,,,,,,
8,39,336,1,39,97,27,261,,,,,,,,
1,15,64,8,15,126,3,55,,,,,,,,
8,1,63,22,7,66,15,470,,,,,,,,
1,15,200,6,21,97,30,336,,,,,,,,
1,15,120,18,18,127,7,76,,,,,,,,
1,26,117,10,11,44,17,280,,,,,,,,
1,12,51,5,14,79,13,170,,,,,,,,
1,14,53,2,4,72,17,288,,,,,,,,
8,5,218,7,1,19,34,202,,,,,,,,
8,3,104,6,17,77,3,131,,,,,,,,
1,12,55,2,4,67,13,267,,,,,,,,
1,20,279,7,13,53,1,37,,,,,,,,
1,5,49,6,14,95,3,78,,,,,,,,
8,10,231,16,21,78,13,164,,,,,,,,
1,5,84,7,27,121,18,211,,,,,,,,
1,14,117,2,13,92,1,53,,,,,,,,
8,13,420,15,7,79,5,134,,,,,,,,
1,9,113,3,17,74,6,76,,,,,,,,
1,1,35,14,7,39,2,55,,,,,,,,
1,14,162,15,7,71,28,266,,,,,,,,
1,4,67,6,12,69,6,139,,,,,,,,
1,13,131,5,7,61,5,110,,,,,,,,
8,11,139,17,2,61,11,129,,,,,,,,
1,35,182,31,6,115,2,67,,,,,,,,
1,14,76,8,2,22,2,107,,,,,,,,
1,5,42,1,5,27,3,53,,,,,,,,
1,43,157,13,1,9,17,208,,,,,,,,
1,9,50,28,3,31,4,64,,,,,,,,
1,12,62,9,13,61,19,326,,,,,,,,
8,11,310,13,22,83,31,384,,,,,,,,
1,26,95,4,15,93,47,430,,,,,,,,
1,14,51,2,7,45,3,74,,,,,,,,
1,33,131,10,5,52,5,124,,,,,,,,
1,5,53,3,15,66,1,98,,,,,,,,
8,5,124,9,6,45,4,83,,,,,,,,
8,32,341,5,11,38,14,239,,,,,,,,
8,11,226,7,22,63,3,40,,,,,,,,
1,25,59,15,11,57,9,112,,,,,,,,
1,3,43,8,11,68,16,308,,,,,,,,
1,30,153,6,1,16,8,143,,,,,,,,
1,6,41,10,17,98,2,39,,,,,,,,
1,5,40,15,15,82,2,64,,,,,,,,
1,1,20,4,16,158,71,450,,,,,,,,
1,9,38,1,7,50,4,107,,,,,,,,
1,7,42,11,11,67,9,241,,,,,,,,
1,39,192,4,5,43,5,77,,,,,,,,
1,5,57,5,83,223,17,287,,,,,,,,
1,20,56,17,12,63,21,215,,,,,,,,
1,8,94,1,3,50,23,316,,,,,,,,
1,2,43,4,1,15,2,50,,,,,,,,
1,5,103,2,16,65,6,82,,,,,,,,
8,19,179,28,5,49,4,85,,,,,,,,
1,7,50,4,2,30,6,175,,,,,,,,
1,9,53,5,7,35,14,90,,,,,,,,
1,13,92,36,11,62,7,61,,,,,,,,
1,24,101,5,11,122,2,77,,,,,,,,
1,15,101,7,24,86,12,203,,,,,,,,
1,23,99,2,13,96,1,39,,,,,,,,
1,40,88,12,10,110,6,129,,,,,,,,
8,1,47,2,15,77,3,102,,,,,,,,
1,5,30,15,2,19,4,64,,,,,,,,
8,19,268,13,14,81,4,55,,,,,,,,
1,14,49,2,24,130,12,242,,,,,,,,
1,10,45,15,12,58,8,340,,,,,,,,
8,4,91,8,4,50,1,62,,,,,,,,
8,2,206,5,12,149,2,87,,,,,,,,
1,48,258,15,7,57,4,91,,,,,,,,
1,18,58,1,9,74,7,97,,,,,,,,
1,6,31,1,7,52,1,25,,,,,,,,
1,28,126,2,11,43,3,38,,,,,,,,
1,7,66,1,6,71,19,231,,,,,,,,
1,7,67,0,9,35,5,149,,,,,,,,
8,5,91,5,17,78,23,178,,,,,,,,
1,51,167,22,31,103,1,61,,,,,,,,
1,19,67,20,5,59,1,40,,,,,,,,
8,12,140,6,34,85,9,243,,,,,,,,
1,28,124,5,4,32,3,75,,,,,,,,
8,9,242,7,25,159,3,96,,,,,,,,
1,10,83,2,1,48,5,104,,,,,,,,
1,10,81,6,4,72,6,74,,,,,,,,
1,12,47,18,13,48,15,141,,,,,,,,
8,15,201,3,5,55,15,200,,,,,,,,
1,48,157,26,8,42,1,62,,,,,,,,
1,15,86,3,3,20,3,127,,,,,,,,
1,20,201,25,25,122,13,283,,,,,,,,
1,1,28,0,20,81,7,126,,,,,,,,
1,30,102,24,14,91,8,283,,,,,,,,
1,2,20,4,26,122,17,330,,,,,,,,
1,2,28,1,19,72,5,92,,,,,,,,
1,3,51,4,3,38,3,63,,,,,,,,
8,9,221,6,50,385,24,549,,,,,,,,
8,9,120,5,9,64,2,79,,,,,,,,
1,45,145,12,8,63,4,131,,,,,,,,
1,15,77,1,9,45,8,133,,,,,,,,
8,4,229,1,42,144,6,91,,,,,,,,
1,49,167,22,24,132,13,183,,,,,,,,
1,25,180,10,24,87,37,334,,,,,,,,
1,34,171,12,8,90,15,124,,,,,,,,
1,10,39,1,8,42,13,188,,,,,,,,
1,19,87,30,28,137,18,272,,,,,,,,
1,3,41,8,3,47,18,205,,,,,,,,
1,42,144,3,8,57,1,44,,,,,,,,
8,21,236,8,4,33,14,120,,,,,,,,
8,39,421,7,36,122,16,197,,,,,,,,
8,4,86,15,14,94,5,107,,,,,,,,
1,14,112,2,7,51,4,68,,,,,,,,
1,19,105,13,7,56,6,183,,,,,,,,
1,6,68,1,5,54,22,298,,,,,,,,
1,28,87,35,3,36,6,86,,,,,,,,
1,10,81,20,23,158,1,83,,,,,,,,
8,3,103,9,19,119,21,214,,,,,,,,
8,6,158,3,29,108,1,62,,,,,,,,
1,15,96,3,15,102,14,324,,,,,,,,
1,1,38,1,12,70,2,30,,,,,,,,
1,1,94,16,20,71,10,126,,,,,,,,
1,18,157,4,13,121,2,51,,,,,,,,
1,10,85,4,1,63,8,142,,,,,,,,
1,11,43,1,1,18,6,99,,,,,,,,
1,32,148,0,2,41,6,103,,,,,,,,
8,25,218,12,21,94,11,124,,,,,,,,
1,12,72,8,7,53,3,85,,,,,,,,
1,15,145,22,7,56,10,114,,,,,,,,
1,7,53,20,3,33,2,88,,,,,,,,
8,17,321,5,4,64,13,194,,,,,,,,
1,1,18,2,25,162,7,172,,,,,,,,
1,12,98,11,12,128,12,159,,,,,,,,
1,6,51,4,50,165,11,100,,,,,,,,
1,9,114,1,36,186,3,76,,,,,,,,
1,15,80,9,4,38,30,313,,,,,,,,
8,21,220,1,13,67,7,101,,,,,,,,
1,9,64,6,12,76,3,50,,,,,,,,
1,30,122,25,4,57,8,94,,,,,,,,
8,4,78,5,7,40,21,210,,,,,,,,
1,13,63,17,15,84,1,40,,,,,,,,
1,5,39,0,12,55,19,227,,,,,,,,
1,11,69,11,7,66,11,221,,,,,,,,
1,2,15,6,11,62,4,61,,,,,,,,
1,16,103,0,8,47,1,45,,,,,,,,
1,3,48,2,9,64,21,316,,,,,,,,
1,16,159,7,21,97,2,49,,,,,,,,
1,15,58,13,25,92,44,455,,,,,,,,
1,9,122,7,7,45,19,177,,,,,,,,
1,8,54,4,2,48,5,47,,,,,,,,
1,1,32,1,1,19,5,105,,,,,,,,
1,14,100,5,6,59,4,52,,,,,,,,
8,1,83,9,20,96,40,380,,,,,,,,
1,5,68,4,25,116,8,111,,,,,,,,
1,1,70,1,14,90,2,43,,,,,,,,
8,11,193,5,19,71,6,104,,,,,,,,
1,21,63,7,8,67,21,173,,,,,,,,
1,21,90,2,6,137,6,60,,,,,,,,
1,4,113,16,26,103,5,68,,,,,,,,
1,24,107,20,2,33,8,384,,,,,,,,
1,25,67,13,14,78,2,65,,,,,,,,
1,7,45,5,18,81,5,193,,,,,,,,
1,34,155,1,26,104,1,64,,,,,,,,
1,10,51,0,11,89,2,105,,,,,,,,
8,2,69,0,9,50,1,56,,,,,,,,
8,4,116,12,8,54,16,275,,,,,,,,
1,7,30,10,1,29,10,81,,,,,,,,
1,18,150,5,10,52,14,302,,,,,,,,
8,4,62,6,19,109,3,52,,,,,,,,
1,7,62,6,3,39,2,54,,,,,,,,
1,2,56,0,18,109,3,33,,,,,,,,
1,28,117,3,8,56,5,126,,,,,,,,
1,9,50,6,10,102,26,165,,,,,,,,
1,41,132,3,17,108,2,68,,,,,,,,
1,15,119,7,29,88,19,277,,,,,,,,
1,17,57,10,14,98,7,127,,,,,,,,
1,57,147,1,4,51,25,270,,,,,,,,
8,5,124,20,11,47,12,138,,,,,,,,
8,8,92,3,2,19,9,176,,,,,,,,
1,7,94,3,1,25,17,222,,,,,,,,
1,39,97,0,5,34,8,168,,,,,,,,
1,15,126,1,13,69,1,37,,,,,,,,
8,5,105,19,11,36,23,651,,,,,,,,
1,7,66,1,2,16,1,46,,,,,,,,
8,2,47,8,43,190,5,139,,,,,,,,
8,2,121,30,13,79,6,131,,,,,,,,
1,21,97,2,14,52,2,103,,,,,,,,
1,18,127,7,30,92,37,463,,,,,,,,
8,5,62,7,3,26,11,124,,,,,,,,
1,11,44,2,5,45,31,388,,,,,,,,
1,14,79,8,2,24,2,47,,,,,,,,
1,4,72,1,11,51,13,152,,,,,,,,
1,1,19,0,5,63,15,154,,,,,,,,
8,9,164,5,7,41,1,73,,,,,,,,
1,17,77,6,10,51,36,339,,,,,,,,
1,4,67,1,7,75,2,61,,,,,,,,
8,5,117,7,1,20,7,167,,,,,,,,
1,13,53,1,2,129,4,93,,,,,,,,
8,7,193,13,32,153,8,96,,,,,,,,
1,14,95,1,20,133,2,55,,,,,,,,
1,21,78,6,12,45,6,119,,,,,,,,
1,27,121,24,5,43,5,81,,,,,,,,
8,39,587,6,17,94,2,94,,,,,,,,
1,13,92,0,14,66,30,249,,,,,,,,
1,7,79,1,4,34,21,216,,,,,,,,
1,17,74,1,33,126,13,176,,,,,,,,
1,7,39,6,28,123,7,138,,,,,,,,
1,7,71,4,6,59,10,269,,,,,,,,
1,12,69,20,20,54,19,325,,,,,,,,
1,7,61,9,77,299,19,223,,,,,,,,
1,2,61,1,9,50,17,194,,,,,,,,
1,6,115,16,27,100,2,166,,,,,,,,
1,2,22,1,8,72,14,147,,,,,,,,
8,5,130,16,16,315,8,112,,,,,,,,
1,5,27,4,6,54,39,466,,,,,,,,
1,1,9,0,9,143,2,118,,,,,,,,
1,3,31,1,8,80,7,82,,,,,,,,
1,13,61,1,19,102,7,102,,,,,,,,
1,22,83,7,5,37,11,210,,,,,,,,
1,15,93,3,11,58,27,442,,,,,,,,
1,7,45,1,19,63,21,291,,,,,,,,
1,5,52,1,11,53,7,92,,,,,,,,
1,15,66,1,18,62,9,128,,,,,,,,
8,3,135,8,6,45,34,469,,,,,,,,
1,6,45,0,28,122,23,203,,,,,,,,
1,11,38,8,61,210,3,70,,,,,,,,
1,22,63,26,1,28,5,68,,,,,,,,
1,11,57,4,30,86,16,172,,,,,,,,
1,11,68,1,7,37,6,104,,,,,,,,
1,1,16,2,5,48,30,365,,,,,,,,
8,12,243,1,9,50,3,117,,,,,,,,
1,17,98,3,5,57,16,310,,,,,,,,
1,15,82,10,17,96,10,246,,,,,,,,
1,16,158,0,23,89,7,87,,,,,,,,
1,7,50,2,1,23,2,53,,,,,,,,
1,11,67,5,8,86,21,394,,,,,,,,
1,5,43,9,4,70,37,386,,,,,,,,
1,83,223,8,37,154,23,249,,,,,,,,
1,12,63,8,16,167,2,41,,,,,,,,
8,9,136,4,3,39,12,234,,,,,,,,
1,3,50,14,5,42,18,293,,,,,,,,
1,1,15,0,11,107,10,162,,,,,,,,
1,16,65,15,32,105,4,65,,,,,,,,
1,5,49,4,45,114,32,354,,,,,,,,
1,2,30,3,12,66,10,228,,,,,,,,
1,7,35,0,2,28,3,85,,,,,,,,
8,6,435,13,10,69,1,146,,,,,,,,
1,11,62,1,17,109,33,307,,,,,,,,
1,11,122,1,2,31,7,193,,,,,,,,
1,24,86,12,4,42,2,74,,,,,,,,
1,13,96,8,22,96,43,282,,,,,,,,
1,10,110,7,3,95,26,323,,,,,,,,
1,15,77,1,14,211,26,373,,,,,,,,
1,2,19,19,6,41,13,315,,,,,,,,
1,14,81,13,18,60,15,195,,,,,,,,
1,24,130,11,1,40,1,51,,,,,,,,
1,12,58,2,16,72,27,310,,,,,,,,
1,4,50,8,2,18,1,42,,,,,,,,
8,4,153,5,7,34,3,93,,,,,,,,
1,12,149,18,8,90,1,45,,,,,,,,
1,7,57,4,7,26,2,71,,,,,,,,
1,9,74,13,13,284,5,118,,,,,,,,
1,7,52,2,8,59,7,131,,,,,,,,
1,11,43,5,1,19,10,163,,,,,,,,
1,6,71,1,27,142,4,184,,,,,,,,
1,9,35,1,3,29,18,153,,,,,,,,
1,17,78,12,5,46,2,45,,,,,,,,
8,12,318,10,10,50,1,131,,,,,,,,
1,31,103,9,9,119,7,93,,,,,,,,
1,5,59,3,8,63,8,162,,,,,,,,
1,34,85,2,13,57,7,147,,,,,,,,
1,4,32,7,10,49,2,51,,,,,,,,
1,25,159,9,7,52,2,110,,,,,,,,
1,1,48,8,10,60,1,45,,,,,,,,
1,4,72,8,8,45,4,153,,,,,,,,
1,13,48,1,17,77,2,113,,,,,,,,
1,5,55,9,5,35,6,106,,,,,,,,
1,8,42,12,21,66,2,103,,,,,,,,
1,3,20,10,33,124,4,115,,,,,,,,
1,25,122,4,8,124,45,678,,,,,,,,
8,10,151,1,13,49,16,244,,,,,,,,
1,20,81,5,14,64,18,389,,,,,,,,
1,14,91,6,10,101,6,97,,,,,,,,
1,26,122,3,62,224,1,72,,,,,,,,
1,19,72,1,18,155,13,315,,,,,,,,
1,3,38,4,1,23,8,131,,,,,,,,
1,50,385,1,17,63,10,206,,,,,,,,
1,9,64,7,7,36,12,188,,,,,,,,
1,8,63,26,20,96,1,84,,,,,,,,
1,9,45,28,11,88,8,74,,,,,,,,
1,42,144,3,9,33,6,93,,,,,,,,
1,24,132,2,23,58,3,83,,,,,,,,
1,24,87,4,8,36,3,162,,,,,,,,
1,8,90,6,8,104,13,114,,,,,,,,
1,8,42,1,34,292,3,112,,,,,,,,
1,28,137,1,10,53,5,147,,,,,,,,
1,3,47,4,16,86,13,91,,,,,,,,
8,5,100,15,8,51,6,107,,,,,,,,
1,8,57,16,15,86,8,196,,,,,,,,
1,4,33,5,13,51,5,112,,,,,,,,
1,36,122,7,3,27,5,59,,,,,,,,
1,14,94,5,46,55,2,117,,,,,,,,
8,13,192,16,36,136,6,138,,,,,,,,
1,7,51,7,17,115,11,240,,,,,,,,
1,7,56,1,12,88,4,198,,,,,,,,
1,5,54,6,13,66,2,81,,,,,,,,
1,3,36,5,5,47,3,137,,,,,,,,
8,1,57,17,6,47,3,78,,,,,,,,
8,1,49,14,16,81,7,194,,,,,,,,
1,23,158,0,8,58,41,445,,,,,,,,
1,19,119,1,13,82,5,174,,,,,,,,
1,29,108,8,31,132,4,546,,,,,,,,
1,15,102,0,11,61,2,37,,,,,,,,
8,3,91,3,10,56,8,164,,,,,,,,
1,12,70,1,5,50,5,140,,,,,,,,
1,20,71,5,1,23,6,192,,,,,,,,
1,13,121,5,3,63,8,315,,,,,,,,
1,1,63,3,9,70,3,70,,,,,,,,
8,1,80,9,5,56,3,93,,,,,,,,
8,2,126,9,2,20,5,193,,,,,,,,
1,1,18,18,20,81,7,265,,,,,,,,
1,2,41,20,8,60,2,121,,,,,,,,
1,21,94,2,8,41,16,326,,,,,,,,
1,7,53,2,6,48,4,111,,,,,,,,
1,7,56,14,23,147,6,121,,,,,,,,
8,20,516,3,7,56,5,89,,,,,,,,
1,3,33,3,11,170,26,419,,,,,,,,
8,1,153,3,2,280,21,217,,,,,,,,
1,4,64,2,12,79,8,75,,,,,,,,
1,25,162,8,8,81,7,279,,,,,,,,
1,12,128,7,36,183,19,247,,,,,,,,
8,3,165,11,10,100,7,103,,,,,,,,
1,50,165,2,17,91,2,103,,,,,,,,
1,36,186,3,5,71,1,137,,,,,,,,
1,4,38,16,4,129,6,162,,,,,,,,
1,13,67,3,5,51,9,195,,,,,,,,
8,10,292,12,8,54,11,221,,,,,,,,
1,12,76,3,3,32,13,190,,,,,,,,
1,4,57,4,15,90,23,302,,,,,,,,
1,7,40,8,79,245,1,76,,,,,,,,
1,15,84,32,7,60,35,529,,,,,,,,
1,12,55,5,4,31,5,225,,,,,,,,
1,7,66,8,19,106,8,124,,,,,,,,
1,11,62,14,36,132,43,422,,,,,,,,
1,8,47,2,8,51,5,69,,,,,,,,
1,9,64,10,7,36,3,63,,,,,,,,
8,8,101,13,29,117,3,76,,,,,,,,
1,21,97,1,4,32,3,108,,,,,,,,
1,25,92,2,35,114,2,80,,,,,,,,
1,7,45,16,85,310,3,73,,,,,,,,
1,2,48,0,1,67,27,255,,,,,,,,
8,3,96,3,3,38,4,263,,,,,,,,
1,1,19,1,2,61,9,80,,,,,,,,
1,6,59,7,15,70,4,134,,,,,,,,
1,20,96,11,7,74,3,112,,,,,,,,
1,25,116,0,14,45,19,363,,,,,,,,
1,14,90,7,9,47,1,98,,,,,,,,
1,19,71,5,22,101,12,226,,,,,,,,
1,8,67,14,20,127,1,104,,,,,,,,
1,6,137,5,8,150,3,49,,,,,,,,
1,26,103,10,61,137,2,92,,,,,,,,
1,2,33,6,14,78,4,82,,,,,,,,
8,11,187,5,15,76,2,106,,,,,,,,
1,14,78,4,30,108,24,308,,,,,,,,
1,18,81,18,16,87,2,55,,,,,,,,
1,26,104,0,28,83,7,91,,,,,,,,
8,6,137,4,10,46,6,243,,,,,,,,
1,11,89,1,18,67,3,50,,,,,,,,
1,9,50,6,3,30,16,233,,,,,,,,
1,8,54,5,12,88,2,79,,,,,,,,
1,1,29,26,6,54,3,222,,,,,,,,
1,10,52,3,1,31,19,276,,,,,,,,
1,19,109,6,9,76,22,255,,,,,,,,
1,3,39,4,5,66,10,225,,,,,,,,
1,18,109,1,11,53,5,87,,,,,,,,
1,8,56,4,29,91,4,78,,,,,,,,
1,10,102,3,10,60,3,77,,,,,,,,
1,17,108,2,52,170,1,49,,,,,,,,
1,29,88,1,7,103,3,158,,,,,,,,
8,7,172,23,36,129,22,198,,,,,,,,
1,14,98,1,12,59,24,257,,,,,,,,
1,4,51,3,1,10,10,124,,,,,,,,
1,11,47,1,7,75,65,845,,,,,,,,
1,2,19,10,17,108,2,152,,,,,,,,
1,1,25,8,19,65,9,142,,,,,,,,
1,5,34,1,15,49,1,52,,,,,,,,
1,13,69,16,38,267,1,47,,,,,,,,
1,11,36,8,10,67,2,94,,,,,,,,
8,25,209,3,18,99,9,189,,,,,,,,
1,2,16,1,18,130,11,263,,,,,,,,
1,43,190,5,18,250,29,310,,,,,,,,
1,13,79,7,10,50,4,228,,,,,,,,
1,14,52,1,9,61,13,205,,,,,,,,
1,30,92,2,5,129,2,53,,,,,,,,
1,3,26,4,18,113,8,117,,,,,,,,
8,1,82,2,20,105,2,243,,,,,,,,
1,5,45,2,7,40,9,237,,,,,,,,
1,2,24,1,4,65,4,58,,,,,,,,
1,11,51,6,7,44,8,136,,,,,,,,
1,5,63,11,14,118,3,101,,,,,,,,
1,7,41,0,5,71,6,145,,,,,,,,
1,10,51,5,2,17,2,67,,,,,,,,
1,7,75,1,14,100,18,188,,,,,,,,
1,1,20,17,17,87,15,282,,,,,,,,
1,2,129,2,5,64,5,100,,,,,,,,
1,32,153,1,42,135,14,192,,,,,,,,
1,20,133,8,4,48,5,136,,,,,,,,
1,12,45,7,1,40,5,97,,,,,,,,
1,5,43,2,55,178,8,207,,,,,,,,
1,17,94,4,1,23,2,212,,,,,,,,
8,14,154,4,1,27,8,113,,,,,,,,
1,14,66,1,17,160,1,65,,,,,,,,
1,4,34,4,3,42,24,457,,,,,,,,
8,5,77,4,11,55,27,290,,,,,,,,
8,7,123,4,2,75,5,173,,,,,,,,
1,33,126,15,2,35,2,45,,,,,,,,
1,28,123,1,20,101,6,126,,,,,,,,
1,6,59,4,10,67,2,102,,,,,,,,
1,20,54,2,3,32,1,54,,,,,,,,
1,77,299,31,13,93,7,843,,,,,,,,
1,9,50,16,5,42,12,258,,,,,,,,
8,6,178,4,4,50,3,134,,,,,,,,
1,27,100,1,5,44,1,219,,,,,,,,
1,8,72,1,23,81,4,215,,,,,,,,
1,16,315,10,15,136,20,222,,,,,,,,
1,6,54,3,34,134,18,393,,,,,,,,
1,9,143,7,9,62,2,58,,,,,,,,
1,8,80,5,11,65,10,174,,,,,,,,
8,13,289,3,26,107,8,241,,,,,,,,
1,19,102,7,1,18,2,299,,,,,,,,
8,2,62,4,33,108,9,215,,,,,,,,
1,5,37,5,3,38,8,169,,,,,,,,
8,8,192,7,31,122,4,76,,,,,,,,
1,11,58,11,13,82,5,154,,,,,,,,
8,6,165,1,10,117,9,141,,,,,,,,
1,19,63,1,10,75,13,478,,,,,,,,
1,11,53,7,7,55,6,149,,,,,,,,
1,18,62,5,3,37,15,337,,,,,,,,
1,6,45,21,14,104,3,80,,,,,,,,
8,8,122,1,27,148,6,105,,,,,,,,
1,28,122,2,1,27,1,81,,,,,,,,
1,61,210,9,8,78,3,156,,,,,,,,
1,1,28,8,50,141,8,125,,,,,,,,
1,30,86,4,30,138,3,176,,,,,,,,
1,7,37,5,18,126,15,220,,,,,,,,
1,5,48,4,32,136,5,139,,,,,,,,
1,9,50,3,8,67,49,292,,,,,,,,
1,5,57,4,2,39,10,133,,,,,,,,
1,17,96,19,5,59,3,95,,,,,,,,
1,23,89,2,32,108,4,94,,,,,,,,
1,1,23,14,8,58,1,154,,,,,,,,
8,11,162,2,51,139,4,120,,,,,,,,
1,8,86,6,37,124,3,41,,,,,,,,
1,4,70,1,3,34,10,160,,,,,,,,
1,37,154,9,12,70,3,80,,,,,,,,
1,16,167,13,6,41,1,26,,,,,,,,
1,3,39,16,59,193,34,643,,,,,,,,
8,2,69,1,16,107,3,206,,,,,,,,
1,5,42,7,24,111,2,97,,,,,,,,
8,3,68,6,15,68,1,35,,,,,,,,
1,11,107,3,10,64,2,118,,,,,,,,
8,3,105,6,14,75,6,106,,,,,,,,
1,32,105,3,10,38,8,129,,,,,,,,
