WorkstationGroupID,Number of Items,Service Time,Time between arrivals,,Evening Times Between Arrivals
1,31,119,11,,
1,13,87,5,,
1,72,206,16,,
1,8,58,1,,
1,4,23,0,,
1,6,33,9,,
1,79,229,5,,
1,25,81,9,,
1,13,52,10,,
1,14,66,10,,
8,15,165,14,,
1,6,56,8,,
1,19,50,10,,
1,18,88,11,,
1,22,51,9,,
1,3,47,4,,
1,87,208,14,,
1,24,155,2,,
1,7,79,8,,
1,45,135,14,,
1,36,133,5,,
1,61,182,5,,
8,50,375,9,,
8,5,74,7,,
1,33,103,26,,
1,41,104,5,,
1,7,80,14,,
8,18,235,14,,
1,23,103,8,,
8,2,56,8,,
1,14,117,20,,
1,46,113,8,,
1,1,28,2,,
1,5,58,2,,
1,8,61,4,,
1,1,39,12,,
8,6,91,7,,
1,13,99,1,,
1,8,56,13,,
1,4,26,6,,
1,15,103,11,,
1,7,39,1,,
1,20,53,1,,
1,1,51,5,,
1,15,112,2,,
1,11,48,17,,
1,80,200,5,,
1,19,66,8,,
1,82,170,8,,
1,6,50,6,,
1,46,135,0,,
8,6,111,1,,
1,55,177,3,,
1,39,94,11,,
1,21,123,24,,
1,3,51,5,,
1,12,56,0,,
1,7,82,22,,
1,7,40,0,,
8,2,66,24,,
1,34,105,8,,
1,17,81,2,,
1,2,71,6,,
1,38,168,5,,
8,9,161,15,,
1,23,90,6,,
8,23,384,3,,
1,18,85,3,,
1,48,125,7,,
8,18,150,11,,
1,32,91,15,,
1,15,68,2,,
1,44,120,5,,
1,14,70,1,,
1,22,106,16,,
1,4,109,21,,
1,20,73,4,,
1,9,95,19,,
1,15,57,8,,
1,51,117,1,,
1,28,106,15,,
1,82,220,9,,
8,9,88,2,,
1,10,54,11,,
1,8,70,4,,
1,13,73,4,,
1,9,62,2,,
8,6,102,1,,
1,28,89,8,,
1,5,45,11,,
1,27,148,13,,
1,73,353,21,,
1,7,44,5,,
1,9,52,1,,
1,18,82,0,,
1,5,45,5,,
8,7,138,2,,
1,26,109,2,,
1,1,29,21,,
1,19,124,8,,
1,17,111,0,,
1,65,171,4,,
8,12,203,3,,
1,3,30,6,,
1,14,52,24,,
1,3,23,7,,
1,11,50,16,,
1,1,19,5,,
1,14,59,5,,
1,61,180,8,,
1,11,63,1,,
1,22,87,11,,
1,20,114,4,,
1,5,64,11,,
8,6,372,6,,
1,5,72,5,,
1,11,62,7,,
8,33,270,1,,
1,16,39,17,,
1,11,84,17,,
1,10,70,5,,
1,32,146,3,,
1,37,119,5,,
1,31,126,7,,
1,32,107,5,,
1,90,223,21,,
1,47,188,3,,
8,4,164,18,,
1,44,120,3,,
1,16,80,22,,
1,65,211,35,,
1,25,125,0,,
1,10,40,12,,
1,7,61,11,,
1,10,74,1,,
1,54,147,16,,
1,6,35,20,,
1,18,71,13,,
1,6,33,2,,
1,31,91,11,,
8,2,149,11,,
1,46,125,9,,
1,11,105,1,,
1,4,88,1,,
8,17,162,13,,
1,7,52,4,,
1,43,160,6,,
1,20,77,35,,
1,6,49,5,,
1,10,84,2,,
1,10,57,3,,
1,2,39,16,,
8,22,288,3,,
1,31,98,13,,
1,31,113,3,,
1,12,67,4,,
1,17,66,0,,
1,83,298,7,,
1,53,230,8,,
1,23,89,5,,
8,11,117,20,,
1,18,79,15,,
8,25,224,8,,
1,4,23,3,,
1,16,73,4,,
1,17,74,8,,
1,5,34,8,,
1,20,71,18,,
1,25,29,2,,
1,23,106,6,,
1,2,46,7,,
1,12,61,14,,
1,3,22,4,,
8,12,215,2,,
1,13,57,5,,
1,26,67,11,,
1,4,49,2,,
1,59,142,1,,
1,40,153,22,,
1,7,47,16,,
1,21,145,8,,
1,34,170,7,,
1,11,66,1,,
1,22,74,15,,
1,8,54,10,,
1,50,128,28,,
8,6,94,12,,
1,6,37,2,,
8,33,196,2,,
1,63,143,5,,
1,15,91,12,,
1,3,30,1,,
1,9,55,12,,
1,75,227,3,,
1,5,37,14,,
1,4,71,13,,
1,55,234,10,,
1,3,33,1,,
8,2,90,2,,
1,5,62,5,,
8,6,145,6,,
1,16,81,9,,
1,13,63,3,,
1,1,41,7,,
1,30,131,15,,
1,58,139,19,,
1,18,93,6,,
1,61,236,13,,
1,5,71,5,,
8,7,129,4,,
1,5,58,29,,
8,6,122,29,,
1,62,158,0,,
8,2,74,4,,
1,2,31,3,,
1,51,191,4,,
1,6,53,23,,
1,48,110,0,,
1,23,139,1,,
1,18,69,29,,
1,45,191,3,,
8,3,132,4,,
1,9,77,3,,
8,63,483,19,,
8,15,319,11,,
1,29,139,40,,
1,15,67,4,,
1,31,143,8,,
1,16,85,2,,
1,27,72,15,,
1,6,37,25,,
1,9,52,1,,
8,10,263,11,,
1,35,133,1,,
1,11,79,19,,
1,20,80,11,,
1,36,147,2,,
1,19,90,7,,
1,3,34,5,,
1,7,57,29,,
1,3,39,6,,
1,32,96,1,,
1,94,317,19,,
1,19,60,2,,
1,25,73,11,,
1,25,138,10,,
1,44,118,10,,
1,37,172,27,,
1,12,45,15,,
1,10,51,1,,
1,19,68,2,,
1,5,45,24,,
8,12,239,3,,
1,15,63,18,,
1,58,112,3,,
1,25,128,15,,
1,15,82,3,,
1,17,56,7,,
1,17,100,1,,
8,3,63,48,,
1,1,215,5,,
1,20,65,10,,
8,4,97,8,,
1,36,112,12,,
1,9,52,12,,
8,25,276,4,,
1,7,65,3,,
1,7,43,14,,
1,13,122,2,,
1,8,37,17,,
1,12,52,10,,
1,37,154,1,,
1,12,46,9,,
1,9,57,5,,
8,35,472,23,,
1,61,247,4,,
1,20,125,2,,
8,7,92,3,,
1,42,125,20,,
1,7,73,26,,
1,76,211,25,,
1,11,92,18,,
8,6,167,4,,
1,1,41,14,,
1,18,75,13,,
1,19,87,5,,
1,35,112,9,,
1,49,178,29,,
1,25,230,16,,
8,7,176,3,,
1,41,99,25,,
1,20,110,26,,
1,5,46,4,,
1,14,91,1,,
1,37,96,18,,
8,15,252,1,,
1,37,78,22,,
1,42,144,2,,
1,8,50,31,,
1,25,120,5,,
1,12,46,14,,
1,34,103,3,,
1,20,100,1,,
1,30,95,20,,
8,1,44,8,,
1,49,131,30,,
1,6,123,6,,
8,4,47,24,,
1,20,116,7,,
1,6,34,2,,
1,2,24,2,,
1,2,35,0,,
1,17,93,6,,
8,31,280,6,,
8,3,43,10,,
1,2,22,8,,
1,23,135,5,,
1,41,147,9,,
1,12,133,11,,
8,3,49,5,,
1,2,42,14,,
8,36,243,8,,
1,61,144,11,,
1,6,47,9,,
1,27,90,2,,
8,35,421,1,,
1,10,58,9,,
1,40,132,26,,
1,14,62,23,,
1,7,50,2,,
1,41,107,12,,
1,55,213,5,,
1,2,29,10,,
1,23,73,10,,
1,18,150,9,,
1,4,40,2,,
1,3,31,13,,
1,11,69,18,,
1,2,37,2,,
1,2,56,5,,
1,21,70,14,,
1,14,47,7,,
1,7,45,9,,
1,10,57,5,,
8,14,195,9,,
1,20,86,7,,
1,9,40,10,,
1,10,49,5,,
1,2,45,0,,
8,37,272,4,,
1,10,65,17,,
1,3,24,4,,
1,6,50,10,,
1,11,66,9,,
1,2,20,1,,
1,41,116,0,,
1,27,108,19,,
1,20,85,0,,
1,21,84,5,,
1,18,122,4,,
1,17,93,2,,
1,18,89,26,,
1,14,65,47,,
1,42,392,1,,
1,40,140,4,,
1,1,34,8,,
1,130,228,3,,
1,40,145,0,,
8,34,276,2,,
1,1,37,0,,
1,1,28,21,,
1,32,92,4,,
1,18,78,3,,
1,13,62,9,,
1,19,74,5,,
8,28,273,9,,
1,4,43,39,,
1,19,97,4,,
1,5,54,9,,
1,14,32,3,,
8,15,172,5,,
1,27,156,2,,
1,49,147,10,,
1,36,103,12,,
1,23,92,8,,
1,5,35,5,,
1,9,59,30,,
1,33,102,9,,
1,22,80,20,,
1,79,189,16,,
1,13,66,3,,
1,75,187,1,,
1,47,209,33,,
1,4,61,7,,
1,28,91,0,,
1,14,69,7,,
8,2,41,4,,
8,41,330,2,,
1,7,46,9,,
1,2,37,26,,
8,5,71,0,,
8,2,44,6,,
1,30,88,5,,
1,14,108,0,,
1,11,49,10,,
1,7,49,22,,
1,17,128,1,,
8,8,204,15,,
1,16,111,1,,
1,8,52,10,,
1,24,106,1,,
8,29,255,10,,
1,3,44,13,,
1,2,44,4,,
1,16,76,14,,
1,33,83,7,,
1,19,59,2,,
1,9,43,4,,
1,2,29,13,,
1,9,86,16,,
1,34,87,10,,
1,12,66,6,,
1,100,171,1,,
1,40,145,3,,
1,17,82,2,,
1,6,44,2,,
1,15,49,17,,
1,3,60,25,,
1,31,111,4,,
1,38,142,3,,
1,10,68,3,,
1,1,23,11,,
1,14,52,7,,
8,8,124,5,,
1,20,76,2,,
1,31,96,1,,
1,15,84,37,,
1,17,86,0,,
8,29,276,23,,
1,35,104,10,,
8,29,317,3,,
1,7,55,2,,
1,5,99,9,,
1,3,44,1,,
1,13,72,10,,
1,22,75,15,,
1,3,69,6,,
8,12,188,7,,
1,34,115,5,,
1,73,224,0,,
1,4,39,29,,
1,25,102,7,,
1,23,105,3,,
1,5,46,3,,
1,63,135,4,,
1,32,96,5,,
1,22,99,34,,
1,5,45,25,,
1,23,78,20,,
1,73,147,1,,
1,24,102,11,,
1,22,94,8,,
1,93,200,26,,
8,4,102,1,,
1,15,63,8,,
8,36,427,3,,
1,23,87,36,,
1,112,233,9,,
1,21,91,3,,
1,63,237,4,,
1,30,86,11,,
1,15,82,8,,
8,2,63,16,,
1,20,75,2,,
1,30,116,1,,
8,15,110,44,,
8,3,108,2,,
1,8,77,2,,
1,5,74,7,,
1,13,98,17,,
1,8,54,0,,
1,32,87,38,,
8,8,110,5,,
1,4,30,7,,
1,11,63,1,,
1,46,108,3,,
1,67,147,19,,
1,12,57,7,,
8,8,190,1,,
1,49,155,6,,
1,34,123,20,,
1,31,122,6,,
1,19,93,10,,
1,37,128,7,,
1,38,93,18,,
8,17,135,11,,
1,36,168,42,,
1,14,53,5,,
1,17,78,4,,
1,12,60,13,,
1,47,67,6,,
1,31,87,7,,
1,4,37,15,,
1,31,106,3,,
1,5,36,8,,
8,24,256,8,,
1,88,232,0,,
8,24,201,3,,
1,65,138,10,,
8,8,161,1,,
1,21,87,6,,
1,5,47,0,,
1,36,102,26,,
1,12,39,11,,
1,7,107,10,,
1,6,30,18,,
1,5,37,2,,
1,11,56,10,,
1,75,153,4,,
1,5,92,21,,
1,13,44,0,,
1,9,37,19,,
1,5,35,2,,
1,9,40,16,,
1,24,97,5,,
1,23,124,2,,
1,78,165,8,,
8,10,164,2,,
1,36,105,7,,
1,51,140,10,,
1,10,36,8,,
8,3,79,28,,
1,3,26,3,,
1,24,170,16,,
8,5,208,2,,
1,30,95,5,,
1,15,88,1,,
1,21,99,24,,
8,27,297,1,,
1,15,94,7,,
1,8,74,35,,
1,15,78,8,,
1,36,110,0,,
1,18,98,7,,
8,20,249,5,,
1,4,52,2,,
1,7,34,10,,
1,5,33,7,,
1,35,191,13,,
1,11,38,4,,
1,27,86,9,,
1,22,65,7,,
1,7,42,6,,
1,24,83,1,,
1,37,99,11,,
1,10,46,16,,
1,19,89,8,,
1,15,82,4,,
1,10,53,12,,
1,9,61,3,,
8,17,386,3,,
1,16,106,6,,
1,8,85,19,,
1,46,211,10,,
1,42,162,7,,
1,3,43,13,,
1,7,54,4,,
1,30,86,1,,
1,20,142,25,,
1,56,186,6,,
1,15,39,3,,
1,22,110,12,,
1,42,140,3,,
1,22,87,9,,
8,20,193,10,,
8,15,169,2,,
1,5,40,15,,
1,8,45,25,,
1,30,137,20,,
1,21,54,6,,
1,11,48,1,,
1,5,60,5,,
1,23,98,2,,
1,38,117,32,,
1,32,91,8,,
1,8,59,0,,
1,60,176,2,,
1,6,45,11,,
1,42,136,14,,
1,18,82,20,,
1,27,113,6,,
8,15,239,3,,
1,34,98,3,,
1,73,196,4,,
1,1,35,4,,
8,30,313,10,,
1,41,166,6,,
1,5,72,15,,
1,12,142,11,,
1,49,126,30,,
8,7,99,10,,
1,34,164,5,,
1,84,251,1,,
1,12,57,5,,
1,1,22,16,,
1,7,35,6,,
1,35,89,29,,
1,61,193,1,,
1,60,175,23,,
1,14,96,3,,
8,4,109,2,,
1,31,115,3,,
1,166,326,12,,
1,28,73,16,,
1,3,227,21,,
8,15,224,21,,
1,3,67,15,,
1,84,183,3,,
1,6,37,16,,
8,7,240,8,,
1,8,64,13,,
1,19,89,12,,
1,32,141,0,,
8,4,139,7,,
1,9,41,17,,
1,8,41,1,,
1,42,159,14,,
1,9,125,9,,
1,8,45,17,,
1,14,111,12,,
1,8,35,35,,
1,23,110,6,,
1,6,42,13,,
1,11,58,5,,
8,48,436,3,,
8,6,73,2,,
1,24,86,19,,
1,13,93,4,,
1,6,58,12,,
1,43,88,8,,
1,21,78,5,,
1,37,104,0,,
1,86,182,18,,
8,9,96,5,,
8,7,109,10,,
1,48,216,0,,
1,23,98,5,,
1,17,79,26,,
1,7,72,9,,
1,22,82,2,,
1,11,32,29,,
1,78,219,3,,
1,9,57,7,,
8,30,287,3,,
1,7,27,14,,
1,12,68,1,,
8,1,59,4,,
1,58,143,8,,
1,3,36,11,,
1,15,55,9,,
1,14,55,16,,
1,6,48,2,,
1,9,55,5,,
1,5,64,4,,
8,36,436,8,,
1,8,63,11,,
1,41,158,9,,
1,5,43,9,,
1,6,53,9,,
1,11,44,12,,
1,33,114,2,,
1,34,115,11,,
1,5,41,0,,
1,59,186,17,,
1,16,49,2,,
1,18,61,0,,
1,4,32,22,,
1,1,33,10,,
1,12,35,10,,
1,2,23,5,,
1,36,135,8,,
1,18,73,6,,
1,2,15,4,,
1,35,102,2,,
1,6,64,9,,
1,28,82,9,,
1,22,68,1,,
1,8,66,0,,
1,18,59,10,,
8,22,305,16,,
1,4,48,29,,
1,8,53,4,,
1,28,131,7,,
1,5,94,1,,
1,48,134,7,,
1,42,56,0,,
8,19,343,34,,
1,27,85,3,,
1,4,40,19,,
1,31,83,21,,
1,6,39,0,,
8,3,133,9,,
1,61,143,28,,
1,14,44,2,,
1,41,182,0,,
1,26,55,3,,
1,10,24,8,,
1,16,72,12,,
1,23,107,4,,
1,18,113,15,,
1,9,44,13,,
1,4,111,1,,
1,6,87,27,,
1,8,28,3,,
1,27,73,8,,
8,5,104,17,,
1,12,46,2,,
1,9,35,12,,
8,9,158,5,,
1,40,169,10,,
1,8,40,3,,
1,13,56,5,,
1,16,68,9,,
1,24,81,2,,
1,13,40,7,,
1,18,59,14,,
1,7,70,2,,
1,23,80,16,,
8,2,52,1,,
1,10,26,0,,
1,27,76,17,,
1,34,97,9,,
1,5,44,0,,
1,28,66,2,,
8,12,141,11,,
1,7,52,12,,
1,15,103,0,,
8,4,81,12,,
1,10,114,7,,
1,35,100,6,,
1,5,52,8,,
8,1,71,7,,
1,5,37,1,,
1,10,169,8,,
1,28,96,14,,
1,13,62,14,,
1,17,74,0,,
1,5,63,4,,
8,3,54,22,,
1,10,33,1,,
8,3,102,14,,
8,3,111,1,,
1,4,42,6,,
1,7,41,1,,
1,5,329,9,,
8,1,65,1,,
1,10,36,4,,
1,15,85,5,,
1,29,85,6,,
1,15,58,10,,
1,2,23,5,,
1,3,90,6,,
1,9,51,12,,
1,6,42,16,,
8,11,191,6,,
8,1,190,3,,
1,32,69,1,,
1,3,39,13,,
1,5,48,2,,
1,2,48,1,,
1,18,55,3,,
8,3,148,1,,
1,4,73,19,,
1,5,43,7,,
1,10,81,15,,
1,38,141,2,,
1,2,30,5,,
1,8,62,14,,
1,29,78,11,,
1,7,35,0,,
1,8,25,25,,
1,10,40,9,,
1,23,86,1,,
1,3,275,2,,
1,9,37,28,,
1,18,93,2,,
1,34,128,7,,
1,16,962,0,,
8,5,177,14,,
8,1,266,5,,
8,2,84,16,,
1,6,69,11,,
1,7,61,32,,
1,6,57,6,,
1,2,25,19,,
8,4,81,1,,
1,12,66,3,,
1,12,21,2,,
1,26,93,12,,
1,11,45,7,,
1,2,24,7,,
1,10,65,17,,
1,7,60,14,,
1,22,92,4,,
1,29,95,7,,
8,1,79,7,,
8,2,43,16,,
1,10,92,2,,
1,8,42,10,,
1,13,40,15,,
8,7,196,9,,
1,13,57,8,,
1,6,70,8,,
1,13,57,4,,
8,17,326,2,,
1,10,28,7,,
1,15,95,15,,
8,10,196,6,,
1,10,38,6,,
1,44,120,1,,
1,39,152,16,,
1,7,35,5,,
1,15,67,10,,
1,14,51,20,,
1,20,112,16,,
1,4,58,15,,
1,56,178,6,,
1,12,48,31,,
1,35,174,6,,
1,33,232,5,,
8,22,367,6,,
1,7,57,16,,
1,8,37,11,,
1,59,162,20,,
8,7,136,6,,
1,1,37,4,,
1,33,99,33,,
1,10,55,34,,
1,16,64,21,,
1,20,63,8,,
8,3,111,3,,
1,12,52,1,,
1,2,68,26,,
8,6,133,5,,
1,24,95,1,,
1,41,95,19,,
1,28,98,0,,
1,29,82,13,,
1,5,35,4,,
1,1,22,22,,
1,6,51,9,,
1,26,64,8,,
8,2,115,19,,
1,8,74,1,,
1,18,47,6,,
1,6,35,8,,
1,10,77,8,,
1,12,88,10,,
8,10,205,4,,
1,17,78,5,,
1,24,57,6,,
1,6,39,26,,
1,10,82,4,,
8,7,117,9,,
1,11,30,5,,
1,25,130,4,,
8,15,138,3,,
1,7,45,12,,
1,22,64,4,,
1,1,35,2,,
1,3,16,16,,
1,6,65,11,,
1,6,48,6,,
1,3,24,2,,
1,4,309,4,,
1,22,90,18,,
1,9,65,1,,
1,34,145,17,,
1,10,43,3,,
8,1,75,3,,
1,6,43,24,,
1,9,86,12,,
8,17,222,1,,
1,4,26,3,,
8,4,112,1,,
1,64,210,2,,
1,62,136,5,,
1,20,131,15,,
1,42,143,9,,
8,3,62,38,,
1,18,83,12,,
1,9,77,12,,
8,6,100,18,,
8,13,290,27,,
1,3,28,0,,
1,19,76,14,,
1,9,49,6,,
1,17,63,7,,
1,4,37,1,,
1,9,62,27,,
8,1,55,8,,
1,10,67,1,,
1,41,109,8,,
1,25,148,4,,
1,10,48,3,,
8,2,71,4,,
1,45,125,1,,
1,248,394,6,,
1,39,99,20,,
8,6,70,14,,
1,64,119,6,,
1,4,58,20,,
8,2,106,23,,
1,10,63,7,,
8,18,407,8,,
1,7,53,1,,
1,26,82,19,,
1,36,109,12,,
1,13,84,16,,
1,36,94,5,,
1,13,86,2,,
1,22,75,13,,
8,13,175,7,,
8,3,97,8,,
1,28,126,33,,
1,6,51,13,,
1,4,28,1,,
1,15,110,1,,
1,24,68,8,,
1,18,99,3,,
1,45,169,15,,
1,15,85,10,,
1,12,73,5,,
8,8,97,27,,
1,30,158,10,,
1,27,101,29,,
1,14,101,2,,
1,9,60,0,,
1,24,80,2,,
1,103,190,1,,
8,1,67,26,,
8,4,85,21,,
1,31,110,10,,
1,12,57,10,,
1,27,92,0,,
8,4,55,1,,
1,7,51,9,,
1,2,34,19,,
1,12,89,15,,
1,12,69,0,,
8,5,110,3,,
1,13,49,0,,
1,7,50,5,,
1,13,79,3,,
8,1,124,34,,
8,6,92,1,,
1,34,116,2,,
1,27,227,4,,
1,4,36,1,,
1,3,67,16,,
1,8,75,5,,
1,5,36,4,,
1,10,19,9,,
1,10,56,1,,
1,11,36,9,,
1,23,55,13,,
1,5,52,0,,
8,8,99,10,,
1,25,74,4,,
1,16,49,11,,
8,5,159,2,,
8,17,326,6,,
1,7,64,1,,
1,39,114,8,,
1,27,103,10,,
1,10,86,0,,
1,13,86,11,,
1,13,53,21,,
1,9,76,13,,
1,11,41,2,,
8,4,203,17,,
1,20,93,22,,
1,15,104,0,,
1,53,143,0,,
1,33,111,7,,
1,23,124,3,,
1,7,70,12,,
1,23,92,5,,
1,16,30,19,,
8,4,121,11,,
1,6,39,14,,
1,10,57,9,,
1,22,111,16,,
1,12,64,8,,
1,12,69,7,,
1,12,70,3,,
1,9,39,14,,
1,8,30,3,,
1,26,55,12,,
1,8,49,10,,
1,16,29,5,,
1,17,87,2,,
1,5,41,4,,
8,3,126,3,,
8,3,145,6,,
1,20,94,8,,
1,12,64,1,,
1,3,43,4,,
1,12,70,5,,
1,16,74,1,,
1,13,44,9,,
1,28,84,14,,
8,3,65,10,,
1,4,35,11,,
1,13,56,9,,
1,33,121,0,,
1,18,60,11,,
1,14,65,4,,
1,22,54,5,,
1,11,87,2,,
1,28,187,13,,
8,2,65,5,,
1,17,55,5,,
8,15,212,2,,
1,15,68,13,,
1,6,67,7,,
8,6,234,2,,
1,12,73,7,,
1,6,49,19,,
1,17,51,5,,
8,13,188,7,,
1,13,90,8,,
1,6,38,6,,
1,11,41,4,,
1,4,42,2,,
1,31,135,15,,
1,3,34,4,,
1,25,108,7,,
1,6,35,9,,
1,13,55,5,,
1,11,115,9,,
1,11,67,12,,
1,4,37,9,,
1,60,158,12,,
1,32,176,8,,
1,7,42,8,,
1,32,118,18,,
1,4,43,11,,
1,12,92,3,,
8,16,270,2,,
1,1,36,3,,
1,14,75,20,,
1,11,72,4,,
1,8,76,2,,
8,1,104,7,,
1,2,16,6,,
8,9,136,10,,
1,21,70,26,,
1,46,179,6,,
1,15,57,3,,
1,32,74,8,,
1,13,74,1,,
1,32,49,7,,
1,12,100,19,,
1,18,99,4,,
1,15,148,7,,
8,9,171,8,,
1,7,49,4,,
1,6,51,16,,
1,11,60,8,,
1,10,22,9,,
8,1,53,12,,
1,64,134,1,,
1,12,65,5,,
1,5,49,7,,
1,17,72,18,,
1,13,67,0,,
1,26,74,10,,
8,6,204,14,,
1,18,91,11,,
1,11,54,1,,
1,5,36,11,,
8,20,257,6,,
1,25,125,1,,
1,3,38,13,,
1,17,68,5,,
1,53,246,2,,
1,77,226,9,,
8,2,67,6,,
1,13,78,14,,
1,9,37,12,,
1,18,150,20,,
1,6,52,5,,
1,7,38,10,,
8,6,80,9,,
1,3,22,8,,
1,3,47,11,,
1,13,89,0,,
1,2,26,3,,
1,2,43,6,,
1,55,159,17,,
1,17,79,10,,
1,9,56,0,,
8,6,133,7,,
1,4,33,3,,
1,28,101,6,,
8,3,145,24,,
1,18,60,11,,
1,25,88,2,,
1,1,22,3,,
1,19,80,13,,
1,16,137,6,,
1,12,72,11,,
1,21,65,1,,
1,46,169,3,,
8,1,114,10,,
1,11,30,4,,
1,20,113,7,,
1,27,86,19,,
1,23,119,2,,
1,20,48,1,,
8,7,122,3,,
1,4,45,3,,
1,25,88,8,,
1,25,143,4,,
1,14,59,10,,
8,1,95,19,,
1,32,107,1,,
1,22,81,16,,
1,23,65,7,,
8,5,127,2,,
1,28,94,4,,
1,23,67,7,,
1,53,247,10,,
1,12,62,22,,
1,16,55,6,,
8,4,113,1,,
1,10,53,0,,
8,2,189,6,,
1,17,66,0,,
1,27,84,15,,
1,12,71,10,,
1,41,101,2,,
1,31,105,1,,
1,12,85,10,,
1,7,33,4,,
1,10,36,5,,
1,9,24,19,,
1,2,17,3,,
8,8,93,2,,
1,12,48,0,,
1,6,85,7,,
1,43,100,5,,
1,12,107,1,,
1,49,148,2,,
1,10,46,20,,
8,7,84,7,,
1,1,30,6,,
1,13,40,7,,
1,31,113,6,,
1,17,72,0,,
1,6,48,11,,
1,13,117,13,,
1,8,32,3,,
1,38,83,3,,
8,3,104,16,,
1,4,28,2,,
1,27,73,3,,
8,7,112,5,,
1,10,43,2,,
1,15,66,0,,
8,5,180,12,,
1,34,113,2,,
1,5,47,2,,
1,6,29,25,,
1,11,49,1,,
1,14,73,3,,
1,6,60,4,,
1,7,37,3,,
1,33,84,9,,
1,21,52,2,,
1,11,36,3,,
1,10,34,4,,
1,9,62,6,,
8,16,148,10,,
1,20,60,4,,
1,34,101,9,,
1,12,41,1,,
1,13,92,5,,
1,22,94,0,,
8,3,83,8,,
1,11,40,2,,
1,9,59,10,,
1,14,86,7,,
1,18,74,4,,
1,4,35,4,,
1,14,56,6,,
1,4,53,7,,
1,46,121,18,,
1,3,25,3,,
1,21,86,6,,
8,2,102,8,,
8,7,207,3,,
1,12,55,1,,
1,14,61,4,,
1,9,51,0,,
1,39,110,3,,
1,22,66,0,,
1,19,67,7,,
1,14,78,18,,
8,23,178,22,,
1,42,141,1,,
1,16,56,6,,
1,8,35,7,,
1,5,54,5,,
1,7,47,1,,
1,10,65,8,,
1,9,37,8,,
8,4,109,2,,
1,11,89,4,,
1,13,77,15,,
1,6,29,3,,
1,10,98,5,,
1,5,49,1,,
1,17,67,2,,
1,19,84,17,,
1,23,80,1,,
1,21,100,28,,
1,28,74,5,,
1,1,29,8,,
1,1,64,6,,
1,23,66,8,,
1,27,92,4,,
8,22,288,3,,
1,14,75,1,,
8,3,68,3,,
1,14,56,4,,
8,7,146,2,,
1,26,66,7,,
1,1,20,20,,
1,21,88,1,,
1,54,127,2,,
1,10,54,3,,
1,4,51,8,,
1,4,44,9,,
1,18,40,9,,
8,7,158,6,,
1,20,55,1,,
1,9,96,9,,
1,19,158,9,,
1,10,23,0,,
1,41,142,1,,
1,3,20,5,,
1,4,61,15,,
1,27,79,2,,
1,8,42,8,,
1,13,57,5,,
1,23,92,24,,
8,4,144,5,,
1,16,68,2,,
1,19,92,4,,
1,4,30,7,,
1,10,85,10,,
1,6,32,12,,
1,15,76,1,,
1,13,45,19,,
1,39,138,8,,
1,7,45,5,,
1,7,63,0,,
8,1,71,9,,
1,3,39,4,,
1,34,116,3,,
1,21,66,10,,
1,22,103,4,,
1,24,108,10,,
1,12,85,3,,
1,6,71,5,,
1,16,118,10,,
8,9,211,5,,
1,24,90,8,,
8,5,132,0,,
8,1,74,11,,
1,19,81,32,,
1,8,35,11,,
1,1,18,0,,
1,13,73,4,,
1,1,83,0,,
1,21,107,9,,
1,4,37,5,,
1,6,48,2,,
8,3,142,4,,
1,49,154,4,,
1,18,66,10,,
1,1,19,3,,
1,16,94,9,,
1,19,110,7,,
1,9,76,9,,
1,7,42,12,,
8,8,130,9,,
1,18,72,7,,
1,29,72,14,,
1,7,56,25,,
1,14,47,2,,
1,4,42,9,,
8,1,75,15,,
1,26,99,1,,
1,7,55,2,,
8,4,202,2,,
1,24,110,2,,
1,16,53,11,,
1,17,83,1,,
1,14,47,2,,
1,12,65,28,,
8,5,143,7,,
1,4,46,4,,
1,2,136,0,,
8,2,55,6,,
1,2,17,20,,
1,10,52,13,,
1,5,25,2,,
1,18,72,1,,
1,22,92,13,,
1,20,55,0,,
8,7,170,9,,
1,15,499,14,,
1,13,39,32,,
1,8,36,3,,
1,4,68,4,,
1,9,46,15,,
8,11,189,2,,
1,11,92,2,,
1,62,196,9,,
8,10,228,1,,
1,4,26,17,,
1,8,65,9,,
1,2,19,9,,
1,15,121,10,,
1,44,100,34,,
8,2,214,1,,
1,24,91,2,,
1,25,123,63,,
1,18,58,11,,
1,29,95,15,,
1,17,69,4,,
8,3,91,11,,
1,3,49,17,,
1,10,62,2,,
1,24,142,22,,
8,18,233,8,,
1,8,67,5,,
1,6,50,11,,
1,25,91,14,,
1,21,62,1,,
8,5,88,24,,
1,49,141,3,,
8,2,93,9,,
1,10,25,25,,
1,13,69,0,,
1,8,43,15,,
1,14,56,5,,
1,13,61,7,,
8,6,92,16,,
1,10,64,16,,
8,9,139,10,,
1,25,71,2,,
1,15,205,10,,
1,2,20,9,,
1,8,74,11,,
1,3,38,3,,
1,29,93,3,,
1,6,32,12,,
8,5,110,14,,
8,13,218,6,,
1,23,53,0,,
1,39,189,1,,
1,20,102,24,,
1,46,123,28,,
1,9,49,5,,
1,22,144,1,,
8,16,124,31,,
8,8,185,12,,
1,10,46,1,,
1,24,102,34,,
1,16,89,11,,
1,5,91,0,,
1,3,31,31,,
1,31,95,4,,
8,29,176,6,,
1,25,72,13,,
1,19,71,3,,
1,5,47,7,,
8,8,194,14,,
1,9,48,11,,
1,6,62,2,,
1,6,63,13,,
