WorkstationGroupID,Number of Items,Service Time,Time between arrivals,,Evening Times Between Arrivals
1,8,58,14,,
1,51,139,0,,
1,37,124,13,,
8,5,80,6,,
1,3,34,21,,
8,15,374,4,,
1,12,70,1,,
1,6,41,5,,
1,59,193,4,,
1,16,107,1,,
1,24,111,8,,
1,15,68,23,,
1,10,64,7,,
1,14,75,0,,
8,17,487,21,,
1,10,38,10,,
1,19,60,7,,
1,13,69,1,,
8,2,54,2,,
8,5,312,5,,
1,8,68,11,,
1,25,109,2,,
1,25,79,9,,
1,9,48,5,,
1,5,100,2,,
1,4,66,16,,
1,16,142,2,,
8,6,126,1,,
1,10,34,7,,
8,6,124,6,,
1,1,20,7,,
1,41,129,2,,
1,15,145,11,,
1,24,96,1,,
1,10,83,10,,
1,3,20,3,,
1,8,42,9,,
1,26,100,8,,
1,15,128,8,,
1,20,86,7,,
1,15,95,10,,
1,2,22,22,,
1,6,62,6,,
1,19,77,8,,
8,7,105,4,,
1,10,50,2,,
8,2,176,8,,
1,1,26,10,,
1,5,42,7,,
1,6,40,2,,
1,7,43,7,,
1,7,45,2,,
1,6,58,6,,
1,5,44,1,,
1,24,128,5,,
1,1,19,12,,
1,6,79,1,,
1,10,46,2,,
1,27,86,2,,
1,9,54,2,,
1,14,78,3,,
1,29,163,9,,
1,32,114,7,,
1,3,39,8,,
1,28,86,2,,
8,2,85,3,,
8,21,314,8,,
1,1,34,12,,
1,56,134,6,,
1,7,34,3,,
8,27,618,11,,
1,14,83,2,,
1,7,34,4,,
1,1,14,4,,
1,21,146,10,,
1,15,69,0,,
1,18,63,16,,
1,8,51,1,,
8,3,143,4,,
1,1,45,1,,
8,3,67,12,,
1,38,109,29,,
1,13,76,0,,
1,11,102,3,,
1,20,137,1,,
1,12,59,2,,
1,5,32,5,,
1,10,61,15,,
8,2,53,5,,
1,10,46,7,,
1,16,66,2,,
8,7,170,23,,
1,7,38,9,,
1,5,38,1,,
1,12,70,3,,
1,14,102,1,,
1,4,43,2,,
8,5,148,1,,
1,7,35,17,,
8,3,56,4,,
1,18,68,1,,
1,10,31,2,,
1,6,42,6,,
1,22,69,5,,
1,12,94,5,,
1,7,59,13,,
1,6,101,7,,
1,27,123,3,,
1,8,62,3,,
1,12,99,7,,
8,28,335,16,,
1,6,49,9,,
1,7,102,1,,
1,17,171,0,,
1,43,144,12,,
8,10,218,14,,
1,5,31,4,,
1,26,83,1,,
8,1,130,8,,
1,3,206,9,,
8,2,59,7,,
1,4,25,2,,
1,18,70,9,,
1,10,43,14,,
1,4,57,4,,
1,9,71,17,,
1,8,72,6,,
8,23,334,2,,
1,11,87,4,,
1,9,71,14,,
1,7,58,10,,
1,6,49,18,,
1,2,20,6,,
8,5,205,10,,
1,8,59,2,,
1,29,147,2,,
1,11,75,9,,
1,7,569,1,,
1,5,41,1,,
1,7,62,10,,
1,16,62,34,,
1,9,90,15,,
1,12,43,3,,
1,26,85,2,,
1,5,39,8,,
1,18,96,30,,
1,13,68,21,,
8,1,63,11,,
1,8,53,11,,
1,20,75,6,,
1,4,64,17,,
8,14,858,22,,
1,2,70,1,,
8,2,101,5,,
1,2,32,2,,
1,15,66,15,,
1,2,43,2,,
1,22,90,5,,
1,15,55,8,,
1,2,53,4,,
1,25,97,24,,
1,23,71,3,,
1,6,53,1,,
1,17,144,4,,
1,11,66,11,,
1,16,92,6,,
1,18,76,11,,
8,8,157,13,,
1,41,167,7,,
1,13,59,17,,
1,22,290,1,,
1,27,147,27,,
1,2,29,10,,
1,5,36,4,,
1,14,76,15,,
1,3,40,17,,
1,11,71,1,,
1,2,18,18,,
1,17,52,4,,
1,20,106,21,,
1,10,37,2,,
8,3,80,9,,
8,32,398,14,,
1,17,66,2,,
1,11,80,0,,
1,57,121,3,,
1,33,146,7,,
1,47,157,45,,
8,3,68,3,,
1,6,34,6,,
1,2,66,16,,
1,27,111,12,,
1,22,133,29,,
1,16,57,2,,
8,2,55,2,,
8,5,369,5,,
1,12,108,15,,
1,75,294,4,,
1,17,85,18,,
1,5,45,11,,
1,3,52,0,,
8,1,45,13,,
1,10,41,21,,
1,9,30,11,,
8,29,224,2,,
1,4,59,5,,
1,29,135,2,,
1,7,55,2,,
1,3,62,4,,
1,1,73,4,,
1,9,78,42,,
1,14,90,3,,
1,41,196,9,,
1,3,29,15,,
1,5,33,9,,
1,11,58,5,,
1,6,60,19,,
1,17,163,21,,
1,18,134,9,,
1,13,72,4,,
1,9,55,4,,
8,12,321,3,,
1,14,93,48,,
1,10,66,6,,
1,48,199,7,,
1,10,46,1,,
8,2,63,31,,
1,6,47,5,,
1,5,73,9,,
1,1,14,2,,
8,6,209,5,,
1,4,29,0,,
1,10,43,7,,
1,40,133,1,,
1,1,12,3,,
8,6,120,9,,
1,13,47,6,,
1,8,52,3,,
1,13,43,14,,
1,4,43,10,,
8,1,28,4,,
1,23,80,10,,
1,26,102,5,,
1,6,29,6,,
1,26,191,3,,
8,30,335,5,,
1,18,119,15,,
1,21,62,30,,
8,14,200,6,,
1,20,110,2,,
1,20,102,1,,
1,5,31,23,,
1,21,88,6,,
1,12,92,2,,
1,3,63,33,,
8,31,230,0,,
8,10,181,1,,
1,73,255,29,,
1,6,41,7,,
1,13,56,6,,
1,16,43,4,,
1,6,68,10,,
1,26,107,8,,
1,3,35,6,,
1,21,123,15,,
1,16,85,7,,
1,32,93,7,,
1,10,104,15,,
1,8,32,12,,
8,19,170,20,,
1,8,53,3,,
8,25,292,14,,
1,7,53,7,,
1,18,62,10,,
8,2,72,5,,
1,19,57,8,,
1,9,50,6,,
1,4,32,4,,
1,6,45,8,,
8,4,135,5,,
1,32,86,13,,
8,40,298,2,,
1,13,41,1,,
1,2,64,10,,
1,26,124,1,,
1,7,42,5,,
1,7,49,4,,
8,4,119,3,,
1,1,12,12,,
1,14,78,5,,
1,52,140,13,,
1,11,48,11,,
1,1,30,0,,
8,5,70,1,,
1,22,83,5,,
1,3,48,24,,
1,28,68,7,,
1,22,89,12,,
1,9,50,1,,
8,1,56,4,,
1,5,63,16,,
1,11,87,0,,
8,5,119,5,,
8,6,122,9,,
1,5,39,14,,
1,27,93,1,,
1,48,149,7,,
8,37,403,10,,
1,6,41,1,,
1,18,68,6,,
1,33,150,3,,
1,2,19,19,,
1,8,67,0,,
8,3,171,12,,
1,6,82,0,,
1,32,117,28,,
1,38,110,4,,
8,13,208,2,,
1,76,169,6,,
8,4,188,15,,
1,13,62,19,,
8,3,106,8,,
1,19,69,9,,
1,24,95,25,,
1,10,83,1,,
1,45,102,0,,
1,5,29,14,,
1,7,56,7,,
1,6,46,8,,
1,4,35,5,,
1,4,37,8,,
8,4,76,21,,
8,4,349,1,,
1,18,80,3,,
1,11,53,2,,
1,14,136,1,,
1,11,86,1,,
1,40,116,11,,
1,15,76,4,,
1,21,67,16,,
1,5,135,9,,
8,18,477,7,,
8,5,137,2,,
1,4,60,3,,
8,1,74,21,,
1,26,133,6,,
1,19,113,3,,
1,18,86,3,,
1,1,16,2,,
1,3,70,14,,
1,8,52,8,,
1,6,52,7,,
1,7,31,10,,
8,5,162,8,,
1,7,29,13,,
1,2,17,6,,
1,28,97,4,,
1,3,77,4,,
1,1,16,2,,
1,1,17,1,,
1,12,88,0,,
8,12,140,2,,
1,148,371,2,,
1,6,33,9,,
1,7,56,3,,
1,1,19,4,,
8,2,97,8,,
1,11,59,7,,
1,1,33,2,,
1,1,51,5,,
1,18,86,26,,
1,26,94,1,,
1,18,72,1,,
1,9,52,16,,
1,1,19,1,,
1,33,85,1,,
1,8,64,0,,
1,22,65,17,,
1,27,114,12,,
8,2,73,5,,
1,3,25,2,,
8,9,192,4,,
1,38,208,12,,
8,1,62,1,,
1,46,162,6,,
1,5,52,5,,
1,3,42,1,,
1,1,17,9,,
1,16,95,10,,
1,39,172,5,,
8,38,476,13,,
8,40,331,4,,
1,47,261,5,,
1,17,143,3,,
8,9,209,17,,
1,72,197,38,,
1,35,111,46,,
1,6,74,13,,
8,16,172,20,,
1,43,131,6,,
1,13,62,2,,
1,7,73,9,,
8,1,39,15,,
1,12,81,5,,
1,5,46,4,,
1,8,57,15,,
8,8,141,12,,
1,25,105,7,,
8,7,114,5,,
1,13,88,1,,
1,18,61,2,,
1,26,56,15,,
1,18,71,15,,
1,2,46,6,,
1,20,92,12,,
1,6,33,8,,
1,5,31,3,,
1,7,51,10,,
8,9,116,7,,
1,2,31,5,,
1,21,91,4,,
1,4,64,1,,
1,1,17,1,,
1,4,18,3,,
1,25,97,12,,
8,30,407,1,,
1,13,103,2,,
1,10,176,1,,
8,12,136,1,,
1,30,113,3,,
1,9,99,4,,
8,2,83,14,,
1,16,84,21,,
1,7,65,23,,
1,28,99,13,,
8,5,120,2,,
1,5,113,10,,
8,13,178,9,,
1,10,70,3,,
1,19,92,3,,
1,1,25,2,,
1,4,53,6,,
1,23,96,14,,
8,14,399,3,,
1,29,96,5,,
8,21,201,25,,
1,19,199,4,,
1,15,90,5,,
1,2,33,5,,
1,10,70,13,,
1,23,136,6,,
1,11,65,1,,
1,9,61,4,,
8,8,299,4,,
1,12,64,7,,
1,6,63,17,,
1,2,32,18,,
1,19,54,10,,
1,36,149,1,,
1,19,60,3,,
1,4,47,0,,
1,50,229,8,,
1,5,64,2,,
8,4,102,4,,
1,5,52,26,,
1,26,94,7,,
1,6,37,10,,
1,2,41,8,,
1,10,49,1,,
1,37,118,6,,
1,20,123,6,,
8,8,113,6,,
1,2,24,14,,
1,8,58,3,,
1,90,247,7,,
1,15,59,4,,
8,15,266,2,,
1,20,96,20,,
1,15,67,10,,
8,16,242,1,,
1,5,27,11,,
1,14,57,11,,
1,30,89,17,,
1,1,23,11,,
1,5,53,6,,
1,6,74,6,,
1,6,43,3,,
1,13,77,3,,
1,9,67,16,,
1,14,97,10,,
8,14,164,9,,
1,3,62,2,,
1,12,49,6,,
1,51,172,12,,
8,6,343,7,,
1,48,125,5,,
1,6,77,7,,
1,50,128,12,,
1,1,33,11,,
1,40,132,16,,
1,5,72,6,,
1,10,90,16,,
1,2,20,9,,
1,7,44,11,,
1,49,133,10,,
8,40,467,8,,
8,1,64,12,,
1,6,48,2,,
1,6,49,1,,
1,11,33,2,,
8,4,96,12,,
1,12,84,7,,
1,24,78,6,,
1,12,82,6,,
1,3,21,8,,
1,1,19,4,,
1,18,172,3,,
1,7,48,1,,
8,1,81,5,,
1,8,135,6,,
1,24,116,36,,
1,37,137,2,,
1,34,148,0,,
8,3,107,1,,
1,21,84,1,,
1,58,148,9,,
1,16,81,21,,
8,13,149,46,,
1,7,74,7,,
1,50,165,6,,
1,1,16,1,,
1,11,69,15,,
1,23,87,0,,
8,4,94,5,,
8,25,265,7,,
1,3,35,16,,
1,14,51,13,,
1,3,36,2,,
1,3,23,2,,
1,4,35,2,,
1,92,288,7,,
1,55,100,12,,
1,1,20,8,,
8,3,166,3,,
1,5,67,2,,
1,19,83,1,,
1,29,101,6,,
1,7,46,1,,
1,23,89,7,,
8,10,115,38,,
1,12,170,11,,
1,4,36,1,,
1,3,53,10,,
1,22,106,8,,
1,9,47,14,,
1,28,69,3,,
1,14,59,2,,
1,11,71,16,,
1,4,20,12,,
1,6,41,0,,
8,9,205,8,,
1,4,31,21,,
1,37,104,1,,
8,49,411,1,,
8,6,144,5,,
1,2,26,3,,
1,5,51,2,,
1,5,32,2,,
1,9,33,8,,
1,5,34,10,,
8,1,55,1,,
1,26,92,11,,
1,7,35,3,,
1,25,106,9,,
1,17,88,5,,
1,7,41,3,,
1,21,106,15,,
1,18,79,8,,
8,1,46,10,,
1,4,32,5,,
1,19,105,2,,
1,30,119,21,,
1,4,95,4,,
1,11,53,4,,
8,14,195,11,,
1,15,77,2,,
8,8,208,7,,
1,20,159,5,,
1,8,66,12,,
1,14,61,6,,
8,3,106,6,,
1,16,104,25,,
1,40,195,13,,
1,12,111,1,,
1,27,145,2,,
1,7,38,1,,
1,20,54,7,,
1,4,39,30,,
1,14,70,9,,
1,17,69,8,,
1,16,87,4,,
8,10,93,4,,
1,10,71,26,,
1,31,175,16,,
8,10,90,3,,
1,9,57,0,,
1,24,98,8,,
1,29,138,15,,
8,7,158,3,,
1,12,84,8,,
1,26,105,1,,
1,4,31,9,,
8,10,168,13,,
1,30,89,9,,
1,11,56,5,,
1,7,58,10,,
8,64,885,6,,
8,3,53,11,,
1,4,37,12,,
1,9,98,12,,
1,6,50,7,,
1,17,99,6,,
1,4,76,4,,
1,5,33,1,,
8,4,108,6,,
1,18,233,0,,
1,5,30,10,,
1,4,37,16,,
1,16,77,0,,
1,5,30,4,,
1,8,35,5,,
8,8,150,12,,
1,21,93,9,,
1,1,75,6,,
1,2,23,3,,
1,4,55,0,,
1,28,131,1,,
8,6,121,16,,
1,19,77,3,,
1,15,134,17,,
8,27,186,1,,
1,25,93,17,,
1,14,74,11,,
1,15,93,9,,
1,8,65,19,,
1,11,57,26,,
8,2,95,2,,
8,2,33,7,,
1,20,96,2,,
1,10,87,0,,
1,47,188,9,,
1,7,87,11,,
1,12,62,3,,
1,1,68,1,,
8,1,65,4,,
1,1,17,9,,
1,39,28,8,,
1,5,27,20,,
1,37,83,7,,
1,7,119,10,,
1,23,127,2,,
8,28,351,3,,
1,4,51,2,,
8,9,142,2,,
1,7,52,1,,
8,4,193,2,,
1,18,91,2,,
1,3,41,41,,
1,6,38,1,,
1,21,114,5,,
1,8,48,5,,
1,2,33,5,,
8,16,254,22,,
1,11,67,6,,
1,40,123,4,,
1,5,72,3,,
1,3,48,3,,
1,8,41,0,,
1,1,24,18,,
1,29,218,6,,
1,6,46,16,,
8,9,142,1,,
1,23,70,4,,
1,72,192,6,,
1,10,50,10,,
1,25,111,5,,
1,10,72,4,,
1,23,79,24,,
8,15,221,7,,
1,1,47,10,,
1,12,55,2,,
1,7,62,25,,
1,11,64,10,,
1,20,103,1,,
1,30,145,17,,
1,8,35,6,,
1,1,93,3,,
1,13,77,7,,
8,13,219,19,,
1,14,86,1,,
1,13,80,14,,
8,1,148,15,,
1,8,120,5,,
1,81,284,1,,
1,11,63,7,,
8,9,80,7,,
1,6,59,1,,
1,1,44,13,,
1,15,92,17,,
1,4,78,5,,
1,13,45,7,,
1,15,81,2,,
1,12,58,4,,
1,23,101,10,,
1,11,71,5,,
8,9,130,9,,
8,5,110,8,,
1,9,56,19,,
1,85,208,3,,
1,14,101,3,,
1,28,88,3,,
1,9,80,4,,
8,14,314,11,,
1,10,71,6,,
1,11,55,7,,
1,9,42,13,,
1,12,71,0,,
8,6,122,29,,
1,1,63,3,,
8,45,438,1,,
8,19,214,2,,
1,3,24,4,,
1,27,78,5,,
1,6,53,0,,
8,7,103,1,,
1,8,43,9,,
1,13,86,5,,
1,7,67,12,,
1,20,118,17,,
1,3,30,4,,
1,28,122,5,,
1,27,76,20,,
1,5,25,1,,
1,10,62,1,,
1,70,220,3,,
8,5,82,4,,
1,7,48,14,,
1,18,90,2,,
1,4,23,5,,
8,5,95,11,,
1,27,115,7,,
1,4,23,8,,
1,13,76,1,,
1,16,63,6,,
1,20,113,8,,
1,12,97,1,,
1,9,73,15,,
8,18,234,10,,
1,14,98,16,,
1,48,135,7,,
1,10,56,5,,
8,8,175,5,,
8,1,29,2,,
1,16,57,13,,
1,21,77,11,,
1,17,135,3,,
8,3,145,1,,
8,10,262,8,,
1,31,122,8,,
1,1,18,0,,
1,13,75,13,,
1,15,67,5,,
1,23,93,1,,
1,6,47,27,,
1,4,55,0,,
1,8,60,20,,
1,6,32,6,,
1,2,33,3,,
1,11,67,5,,
1,24,286,18,,
1,31,78,3,,
1,31,115,4,,
1,3,48,1,,
1,33,138,5,,
1,21,79,3,,
1,28,82,1,,
1,19,97,9,,
8,5,157,4,,
8,13,196,14,,
1,22,106,3,,
8,4,95,8,,
1,8,61,23,,
1,19,101,1,,
8,4,174,13,,
1,18,132,6,,
1,1,18,16,,
1,7,72,2,,
1,38,102,0,,
1,1,16,2,,
1,6,53,14,,
1,36,110,10,,
8,5,110,4,,
1,13,107,2,,
8,3,50,2,,
1,22,111,21,,
1,11,68,8,,
1,10,59,4,,
8,18,287,3,,
1,11,55,12,,
8,7,221,20,,
1,11,55,6,,
1,2,23,2,,
8,3,171,12,,
1,21,77,1,,
1,14,174,2,,
1,15,79,1,,
1,14,73,5,,
1,33,118,5,,
8,8,214,1,,
1,7,84,0,,
8,1,47,8,,
1,5,42,7,,
1,28,175,5,,
1,41,129,27,,
8,11,240,3,,
1,5,55,12,,
1,35,110,0,,
1,19,109,5,,
1,4,22,17,,
1,6,52,5,,
1,9,75,16,,
1,19,75,7,,
1,27,101,24,,
1,14,45,8,,
8,17,228,5,,
1,16,67,11,,
1,21,112,4,,
1,7,42,2,,
8,2,75,5,,
1,13,70,1,,
1,13,58,8,,
1,10,64,1,,
1,17,93,9,,
1,14,60,16,,
1,6,48,7,,
1,29,140,0,,
8,11,337,3,,
1,17,114,1,,
8,9,589,13,,
1,17,50,11,,
1,27,132,0,,
8,4,168,3,,
1,18,67,6,,
1,3,36,4,,
1,18,141,18,,
1,7,58,2,,
1,5,41,6,,
1,8,33,6,,
1,13,64,1,,
8,5,74,24,,
1,14,130,2,,
1,32,100,2,,
1,1,20,15,,
1,5,40,0,,
1,40,134,5,,
1,13,95,15,,
1,1,18,3,,
1,24,74,8,,
8,5,62,7,,
1,44,169,2,,
1,11,111,2,,
8,3,97,1,,
1,16,77,22,,
1,1,43,14,,
8,12,222,4,,
1,5,22,10,,
8,13,526,4,,
1,8,68,3,,
1,7,69,5,,
1,39,75,3,,
1,6,153,3,,
1,24,111,9,,
1,9,42,14,,
1,4,85,5,,
8,10,348,12,,
1,5,25,11,,
1,1,13,3,,
1,7,57,4,,
1,19,165,6,,
1,6,45,1,,
1,34,94,4,,
1,2,27,27,,
1,20,85,0,,
1,3,35,12,,
1,3,20,1,,
1,7,52,0,,
8,3,104,2,,
1,9,43,0,,
1,33,190,17,,
1,10,67,3,,
1,23,382,19,,
1,17,85,4,,
1,1,25,5,,
1,3,42,2,,
1,4,73,18,,
1,39,243,2,,
1,32,97,9,,
8,9,189,5,,
1,25,91,6,,
1,55,227,12,,
8,1,173,10,,
1,101,227,11,,
1,77,352,1,,
1,15,65,43,,
1,5,35,8,,
1,5,45,14,,
1,4,31,1,,
1,7,111,12,,
1,24,108,18,,
1,1,30,0,,
1,17,64,30,,
1,9,102,4,,
8,12,140,11,,
8,1,144,3,,
8,1,135,7,,
8,2,64,9,,
1,11,69,17,,
1,9,130,9,,
1,29,99,1,,
1,18,114,6,,
1,2,74,22,,
1,20,100,0,,
8,24,203,13,,
1,13,92,1,,
1,25,80,38,,
1,2,47,3,,
8,11,168,3,,
8,6,225,5,,
1,19,132,1,,
8,6,162,6,,
1,8,58,0,,
8,2,168,16,,
1,8,67,6,,
1,32,126,2,,
1,8,48,5,,
1,2,47,1,,
1,25,107,5,,
1,4,50,23,,
1,10,57,8,,
1,5,33,6,,
1,17,46,4,,
1,25,103,7,,
1,5,48,2,,
1,9,66,14,,
1,6,64,16,,
1,17,89,3,,
1,2,52,7,,
1,6,28,6,,
1,1,53,2,,
8,1,34,4,,
1,16,42,11,,
1,21,85,3,,
1,17,141,2,,
1,20,69,0,,
8,2,268,3,,
8,4,112,7,,
1,16,64,4,,
8,8,138,1,,
8,3,65,2,,
1,32,113,9,,
1,17,97,0,,
1,25,117,5,,
1,14,67,20,,
1,26,99,9,,
8,9,148,9,,
1,19,100,5,,
1,13,68,6,,
1,26,114,0,,
8,1,68,18,,
1,4,42,17,,
8,11,282,8,,
1,33,108,7,,
1,12,75,9,,
1,10,47,1,,
1,15,88,2,,
1,57,129,1,,
1,28,163,5,,
8,8,156,2,,
1,15,79,2,,
8,2,104,17,,
1,17,62,17,,
1,17,113,8,,
1,21,102,11,,
1,5,110,3,,
8,2,90,20,,
1,7,34,1,,
1,3,154,2,,
1,19,95,0,,
1,38,111,25,,
8,1,48,6,,
1,6,64,6,,
8,32,262,3,,
1,6,51,25,,
1,28,205,2,,
8,7,157,1,,
1,36,139,5,,
8,3,139,0,,
8,3,101,2,,
1,40,89,9,,
1,37,97,7,,
1,30,162,4,,
1,7,35,0,,
1,9,56,16,,
1,37,103,19,,
1,22,96,21,,
1,12,62,1,,
1,43,114,12,,
1,50,186,2,,
8,49,564,8,,
8,3,116,7,,
1,4,66,26,,
1,10,71,5,,
8,4,186,1,,
1,12,78,1,,
1,15,57,10,,
8,28,495,2,,
1,32,201,21,,
1,3,63,6,,
1,10,82,13,,
1,18,90,4,,
1,7,74,1,,
1,12,61,7,,
1,19,86,12,,
8,11,185,1,,
1,25,126,8,,
8,12,354,11,,
1,1,62,22,,
1,17,76,3,,
1,20,95,9,,
1,15,88,6,,
1,6,37,6,,
1,29,80,8,,
1,9,52,8,,
1,19,73,15,,
1,20,103,11,,
8,9,150,10,,
1,22,149,8,,
1,8,84,1,,
1,3,51,10,,
1,50,136,3,,
1,7,59,2,,
1,20,97,4,,
1,16,100,9,,
1,5,65,23,,
1,1,20,7,,
8,11,229,13,,
1,12,88,1,,
1,5,28,1,,
1,17,63,10,,
1,1,8,8,,
1,7,52,2,,
1,5,33,7,,
1,8,115,12,,
1,12,76,7,,
1,4,39,7,,
1,13,88,5,,
8,4,72,5,,
1,17,76,4,,
1,14,45,6,,
1,4,44,12,,
1,8,44,1,,
1,7,71,26,,
1,13,48,5,,
1,43,288,12,,
1,24,259,1,,
8,10,166,9,,
1,15,56,2,,
1,3,25,1,,
1,13,54,15,,
1,20,85,6,,
8,9,240,3,,
1,2,53,3,,
1,14,81,26,,
1,13,105,1,,
1,21,78,18,,
8,6,160,5,,
1,18,100,10,,
8,2,176,11,,
8,5,368,2,,
1,12,60,8,,
1,23,108,15,,
1,7,49,9,,
1,9,57,22,,
8,1,172,4,,
1,12,79,2,,
1,5,47,12,,
1,11,44,5,,
1,5,100,12,,
1,15,57,18,,
1,52,185,9,,
1,13,59,0,,
1,4,39,16,,
8,5,188,5,,
1,19,159,9,,
1,22,110,0,,
1,6,67,9,,
1,69,146,6,,
8,13,304,2,,
1,69,135,0,,
8,14,278,12,,
1,7,43,2,,
1,10,80,36,,
1,3,34,5,,
1,16,71,8,,
8,16,141,21,,
1,22,121,9,,
1,76,283,1,,
1,7,63,32,,
1,5,38,3,,
1,12,72,4,,
1,26,137,2,,
1,33,126,3,,
1,15,90,19,,
1,17,130,0,,
8,38,491,7,,
1,25,85,37,,
1,52,206,2,,
8,19,264,1,,
8,6,75,1,,
1,10,60,23,,
1,12,80,21,,
1,50,134,12,,
1,10,92,4,,
1,7,70,5,,
1,11,85,8,,
8,6,178,1,,
8,21,367,8,,
1,19,74,15,,
8,2,84,6,,
1,39,151,27,,
1,43,111,18,,
1,19,123,2,,
1,43,149,6,,
1,11,56,15,,
1,2,28,7,,
1,16,89,3,,
8,6,238,18,,
1,37,117,3,,
1,3,24,10,,
1,5,78,14,,
1,25,84,15,,
1,19,91,10,,
8,11,450,3,,
1,17,89,8,,
8,2,169,5,,
1,58,197,4,,
1,18,75,19,,
1,6,61,9,,
1,70,178,11,,
1,23,106,6,,
1,14,65,16,,
1,5,72,11,,
1,24,101,3,,
1,29,86,5,,
1,10,66,30,,
1,17,108,23,,
1,3,38,12,,
1,7,44,1,,
1,16,71,2,,
8,2,96,12,,
8,34,481,1,,
1,1,30,9,,
8,2,97,1,,
1,3,35,1,,
8,4,94,1,,
1,8,56,16,,
1,6,99,2,,
1,10,84,2,,
1,22,115,13,,
1,54,157,0,,
1,11,88,11,,
1,9,70,1,,
1,20,231,11,,
1,23,115,15,,
8,13,204,22,,
8,1,47,1,,
8,9,283,8,,
1,17,126,12,,
1,5,26,1,,
1,11,67,6,,
1,7,42,14,,
1,12,67,5,,
1,30,113,0,,
8,1,64,23,,
1,17,64,8,,
1,8,37,11,,
1,6,28,8,,
1,8,63,12,,
1,19,90,2,,
8,42,532,4,,
1,7,163,2,,
1,8,84,17,,
1,1,17,1,,
1,23,96,16,,
1,16,62,9,,
1,37,116,0,,
1,8,39,4,,
8,17,227,18,,
8,8,146,1,,
1,5,102,16,,
1,26,199,0,,
1,6,39,2,,
1,12,45,12,,
1,6,41,18,,
1,30,94,7,,
1,12,63,8,,
1,3,29,8,,
1,51,137,21,,
1,106,372,1,,
1,10,64,2,,
1,24,25,6,,
8,5,88,1,,
1,19,77,16,,
1,9,49,2,,
1,3,28,22,,
1,10,70,3,,
8,9,99,3,,
1,17,85,9,,
1,40,135,10,,
1,9,55,12,,
1,14,131,10,,
8,8,98,3,,
8,13,185,16,,
1,11,47,0,,
8,3,65,4,,
1,15,76,3,,
1,3,53,7,,
1,16,80,11,,
1,10,66,11,,
8,22,162,11,,
1,64,176,13,,
1,47,124,5,,
8,10,165,14,,
8,20,287,1,,
1,68,189,4,,
1,2,30,7,,
1,6,51,3,,
1,10,49,8,,
1,10,54,12,,
1,54,165,28,,
1,5,42,1,,
1,3,21,13,,
1,7,39,8,,
1,8,30,5,,
8,5,66,15,,
1,3,39,0,,
1,2,27,10,,
1,7,52,1,,
1,5,71,3,,
8,15,221,13,,
1,5,29,12,,
1,15,73,0,,
1,19,64,7,,
8,7,129,5,,
8,1,170,5,,
1,3,48,6,,
1,7,49,6,,
8,17,177,4,,
1,4,37,10,,
1,45,182,3,,
1,38,111,10,,
1,2,27,8,,
1,4,29,1,,
1,26,81,5,,
1,44,176,2,,
1,3,49,1,,
1,21,137,10,,
1,40,151,10,,
1,18,62,28,,
1,26,102,15,,
8,7,216,7,,
8,2,77,3,,
1,11,51,9,,
1,67,176,2,,
1,80,254,25,,
8,22,341,14,,
8,10,154,1,,
1,3,54,9,,
8,3,61,4,,
1,2,29,10,,
8,2,34,3,,
1,6,50,2,,
1,4,32,9,,
1,16,99,5,,
1,3,33,7,,
1,12,65,5,,
1,8,81,3,,
8,1,52,3,,
1,9,119,10,,
8,6,68,5,,
1,16,81,1,,
1,5,78,33,,
8,29,593,5,,
1,20,94,20,,
1,8,81,1,,
1,7,49,1,,
1,47,111,2,,
8,5,74,15,,
8,7,122,1,,
1,16,90,1,,
8,5,114,1,,
1,21,93,23,,
1,12,57,5,,
1,14,39,24,,
1,5,86,4,,
8,1,108,2,,
1,8,57,1,,
1,15,72,8,,
1,1,39,13,,
1,38,105,8,,
1,11,48,3,,
1,26,97,2,,
1,10,53,13,,
1,10,55,6,,
1,6,122,1,,
8,12,144,2,,
1,4,42,4,,
8,4,74,12,,
1,6,52,5,,
1,3,25,2,,
1,55,193,8,,
1,13,60,11,,
1,10,63,4,,
1,2,28,0,,
1,9,46,3,,
8,13,387,6,,
8,1,58,13,,
1,1,28,2,,
1,18,82,3,,
1,8,65,1,,
1,5,71,4,,
8,7,199,13,,
1,5,40,1,,
1,19,80,4,,
1,17,78,9,,
1,16,77,8,,
8,14,117,6,,
1,6,47,12,,
1,29,109,7,,
1,12,105,4,,
8,4,58,3,,
1,2,36,7,,
1,21,198,14,,
1,8,54,6,,
1,11,52,2,,
1,11,62,7,,
1,18,100,1,,
1,39,126,18,,
8,5,183,16,,
1,4,47,4,,
1,36,164,4,,
1,13,86,6,,
8,3,216,6,,
1,13,98,4,,
1,1,26,3,,
1,16,68,20,,
1,29,98,3,,
1,4,31,11,,
8,2,102,4,,
1,24,103,16,,
1,1,19,11,,
1,73,199,2,,
1,11,90,1,,
1,12,52,5,,
1,28,111,18,,
1,17,64,16,,
1,2,30,11,,
1,3,37,2,,
1,16,58,16,,
8,3,73,1,,
1,84,184,3,,
8,7,76,1,,
1,10,63,0,,
1,9,38,14,,
1,13,99,0,,
1,2,20,2,,
1,13,58,18,,
1,14,89,3,,
1,51,178,1,,
1,37,167,5,,
1,7,45,4,,
8,6,107,5,,
8,2,59,10,,
8,3,85,1,,
1,13,65,5,,
